create_dt,metric_id,feature_name,metrics,display_names,operating_system_type,1st Quartile,3rd Quartile,IQR,Upper,Lower,Yesterday,last_7_days,last_30_days,% Change Last 7 Days,% Change Last 30 Days
31-01-2025,101,LOG IN,Clicks on Forgot Password,Password Reset,Apple iOS,1.054,1.143,0.089,1.209,0.988,1.144,1.117,1.107,2.390998594,3.326810176
31-01-2025,10000025,LOG IN,Clicks on Forgot Password,Password Reset,Both,1.244,1.319,0.075,1.375,1.187,1.314,1.299,1.296,1.132490379,1.396712709
31-01-2025,337,LOG IN,Clicks on Forgot Password,Password Reset,Google Android,1.798,1.941,0.143,2.048,1.691,1.86,1.881,1.894,-1.123936817,-1.774397972
31-01-2025,14,BIL LING,DR_Billing - Manage Payment Methods,Payment Method Changes,Apple iOS,3.706,4.066,0.361,4.336,3.435,3.972,3.867,3.805,2.703900709,4.386218496
31-01-2025,10000014,BIL LING,DR_Billing - Manage Payment Methods,Payment Method Changes,Both,3.696,4.017,0.321,4.258,3.455,3.95,3.848,3.794,2.650727651,4.099865593
31-01-2025,250,BIL LING,DR_Billing - Manage Payment Methods,Payment Method Changes,Google Android,3.598,3.982,0.384,4.27,3.31,3.874,3.783,3.759,2.393898203,3.064807917
31-01-2025,5,BIL LING,DR_Payment Submit,Payment Submit,Apple iOS,32.997,37.828,4.83,41.45,29.375,34.265,36.02,36.446,-4.87267045,-5.984367769
31-01-2025,1000005,BIL LING,DR_Payment Submit,Payment Submit,Both,32.339,37.444,5.105,41.272,28.51,33.805,35.425,35.955,-4.573041637,-5.980394156
31-01-2025,241,BIL LING,DR_Payment Submit,Payment Submit,Google Android,30.402,36.467,6.064,41.015,25.854,32.23,33.452,34.323,-3.652995337,-6.096857464
31-01-2025,6,BIL LING,DR_Payments,Payment Success Rate,Apple iOS,97.4,97.964,0.565,98.388,96.976,97.383,97.669,97.687,-0.292971607,-0.311436124
31-01-2025,1000006,BIL LING,DR_Payments,Payment Success Rate,Both,97.624,98.162,0.538,98.565,97.22,97.635,97.879,97.891,-0.249578563,-0.261651208
31-01-2025,242,BIL LING,DR_Payments,Payment Success Rate,Google Android,98.395,98.85,0.455,99.191,98.054,98.556,98.633,98.61,-0.078067178,-0.054693611
31-01-2025,7,BIL LING,DR_Promise to Pay,Promise to Pay - Linkout,Apple iOS,0,0,0,0,0,0,,,0,0
31-01-2025,1000007,BIL LING,DR_Promise to Pay,Promise to Pay - Linkout,Both,0,0,0,0,0,0,,,0,0
31-01-2025,243,BIL LING,DR_Promise to Pay,Promise to Pay - Linkout,Google Android,0,0,0,0,0,0,,,0,0
31-01-2025,8,BIL LING,DR_Promise to Pay (Native),Promise to Pay - Native,Apple iOS,4.446,5.131,0.685,5.644,3.932,4.95,4.778,4.759,3.602930184,4.021462745
31-01-2025,1000008,BIL LING,DR_Promise to Pay (Native),Promise to Pay - Native,Both,5.119,5.933,0.814,6.543,4.509,5.636,5.493,5.472,2.60064496,2.987665601
31-01-2025,244,BIL LING,DR_Promise to Pay (Native),Promise to Pay - Native,Google Android,7.317,8.527,1.21,9.434,6.41,7.989,7.865,7.839,1.580295352,1.91827657
31-01-2025,102,LOG IN,DR_Need to Register,Registration,Apple iOS,0.731,0.861,0.13,0.959,0.633,0.871,0.804,0.79,8.391111111,10.31367417
31-01-2025,10000026,LOG IN,DR_Need to Register,Registration,Both,1.054,1.197,0.142,1.303,0.948,1.167,1.143,1.12,2.086978255,4.159228847
31-01-2025,338,LOG IN,DR_Need to Register,Registration,Google Android,2.03,2.285,0.255,2.476,1.839,2.12,2.229,2.169,-4.902274912,-2.251594559
31-01-2025,140,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Apple iOS,4866.5,5387.25,520.75,6038.188,4215.562,4739,5007.143,5106.433,-5.355206847,-7.195498489
31-01-2025,10000040,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Both,6552.75,7198.5,645.75,8005.688,5745.562,6443,6809.714,6902.6,-5.385164051,-6.658360618
31-01-2025,376,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Google Android,1691.75,1830,138.25,2002.812,1518.938,1704,1802.571,1796.167,-5.468378507,-5.131298135
31-01-2025,142,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Apple iOS,30.857,32.534,1.677,33.792,29.599,28.513,30.428,31.784,-6.292225566,-10.29181196
31-01-2025,10000042,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Both,30.472,31.968,1.496,33.09,29.349,28.436,29.825,31.204,-4.658080153,-8.870365563
31-01-2025,378,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Google Android,28.755,30.718,1.963,32.19,27.283,28.22,28.18,29.565,0.141436979,-4.549298157
31-01-2025,143,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Apple iOS,44.426,46.622,2.196,48.269,42.779,47.402,47.793,46.028,-0.817814975,2.98409535
31-01-2025,10000043,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Both,41.927,43.972,2.044,45.505,40.394,45.075,45.669,43.483,-1.300045983,3.661677721
31-01-2025,379,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Google Android,34.008,36.634,2.626,38.603,32.039,38.573,39.747,36.201,-2.952635627,6.551225967
31-01-2025,148,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Apple iOS,641,758.75,117.75,905.938,493.812,625,737.571,726.867,-15.26244432,-14.01449142
31-01-2025,10000048,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Both,871.25,1009.5,138.25,1182.312,698.438,841,1006.429,990.6,-16.4371895,-15.10195841
31-01-2025,384,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Google Android,233,269.75,36.75,315.688,187.062,216,268.857,263.733,-19.65993624,-18.09908999
31-01-2025,144,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Apple iOS,13.97,15.276,1.306,16.255,12.99,15.612,15.564,14.845,0.308404009,5.170265081
31-01-2025,10000044,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Both,13.704,14.869,1.165,15.742,12.831,15.374,15.714,14.68,-2.166343942,4.729660688
31-01-2025,380,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Google Android,12.823,14.066,1.243,14.999,11.891,14.71,16.121,14.205,-8.754984493,3.555329239
31-01-2025,155,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Apple iOS,0,0,0,0,0,0,,,0,0
31-01-2025,10000055,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Both,0,0.119,0.119,0.208,-0.089,0.119,0.018,0.056,561.1111111,111.3676732
31-01-2025,391,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Google Android,0,0.459,0.459,0.803,-0.344,0.463,0.075,0.212,516.1596958,118.3962264
31-01-2025,153,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Apple iOS,0,0,0,0,0,0,,,0,0
31-01-2025,10000053,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Both,1.242,2.233,0.99,2.975,0.5,1.546,1.77,1.705,-12.64831706,-9.332603511
31-01-2025,389,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Google Android,4.913,8.626,3.713,11.41,2.128,6.019,6.662,6.414,-9.657568025,-6.154501798
31-01-2025,152,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Apple iOS,16.084,18.654,2.569,20.581,14.157,18.596,18.001,17.454,3.303732273,6.542709326
31-01-2025,10000052,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Both,15.793,17.885,2.092,19.454,14.224,17.386,17.576,16.837,-1.079411526,3.262924694
31-01-2025,388,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Google Android,13.386,17.443,4.057,20.486,10.343,13.846,16.29,15.099,-15.00157856,-8.297145683
31-01-2025,154,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Apple iOS,0,0,0,0,0,0,,,0,0
31-01-2025,10000054,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Both,0,0.107,0.107,0.187,-0.08,0,0.111,0.067,-100,-100
31-01-2025,390,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Google Android,0,0.411,0.411,0.719,-0.308,0,0.401,0.246,-100,-100
31-01-2025,150,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Apple iOS,32.329,36.219,3.889,39.136,29.413,38.07,34.303,34.492,10.9815468,10.37277993
31-01-2025,10000050,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Both,31.788,34.736,2.948,36.947,29.578,36.471,33.917,33.571,7.529241306,8.637221601
31-01-2025,386,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Google Android,29.464,32.919,3.455,35.51,26.873,31.795,32.788,31.034,-3.027279501,2.450718718
31-01-2025,151,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Apple iOS,38.772,42.217,3.444,44.8,36.189,45.439,42.3,40.547,7.42189215,12.06620865
31-01-2025,10000051,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Both,34.69,38.019,3.328,40.515,32.194,39.085,37.693,36.454,3.692207403,7.216530667
31-01-2025,387,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Google Android,22.004,26.951,4.947,30.661,18.294,20.513,25.003,25.185,-17.95690754,-18.55094024
31-01-2025,149,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Apple iOS,91.43,93.286,1.856,94.678,90.038,91.2,91.443,91.726,-0.26527188,-0.573808321
31-01-2025,10000049,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Both,91.758,93.372,1.615,94.583,90.547,90.963,91.582,91.814,-0.676051944,-0.926370332
31-01-2025,385,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Google Android,91.736,94.367,2.631,96.34,89.763,90.278,91.921,92.021,-1.787557036,-1.894132861
31-01-2025,184,SMART HELP,DR_SmartHelp - Result,Saw a Result,Apple iOS,93.128,97.314,4.186,100.454,89.989,92.5,94.626,94.462,-2.24718253,-2.077060237
31-01-2025,10000058,SMART HELP,DR_SmartHelp - Result,Saw a Result,Both,86.288,92.56,6.272,97.264,81.584,86.179,86.479,87.393,-0.346575788,-1.388976827
31-01-2025,418,SMART HELP,DR_SmartHelp - Result,Saw a Result,Google Android,70.906,85.124,14.218,95.788,60.243,74.419,73.681,74.756,1.00161507,-0.450711159
31-01-2025,192,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Apple iOS,21.182,22.79,1.609,23.997,19.976,23.66,22.966,22.596,3.020576746,4.709261415
31-01-2025,10000066,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Both,19.78,21.201,1.421,22.267,18.714,21.601,21.448,21,0.712011616,2.863210961
31-01-2025,426,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Google Android,15.856,17.953,2.097,19.525,14.283,17.346,18.299,17.46,-5.205714732,-0.655576216
31-01-2025,120,OVER ALL,DR_Server Errors,Server Errors,Apple iOS,1.493,1.807,0.314,2.043,1.257,1.64,1.711,1.906,-4.133611691,-13.93937274
31-01-2025,10000032,OVER ALL,DR_Server Errors,Server Errors,Both,4.687,5.302,0.614,5.762,4.227,4.837,5.274,5.552,-8.288415179,-12.88347241
31-01-2025,356,OVER ALL,DR_Server Errors,Server Errors,Google Android,14.813,16.572,1.759,17.891,13.494,15.1,16.659,17.082,-9.356750221,-11.6032018
31-01-2025,4,BIL LING,DR_Server Errors on Make Payment,Server Errors on Payment Page,Apple iOS,0.001,0.012,0.011,0.02,-0.008,0.018,0.007,0.006,157.1428571,200
31-01-2025,1000004,BIL LING,DR_Server Errors on Make Payment,Server Errors on Payment Page,Both,0.31,0.36,0.049,0.397,0.273,0.296,0.316,0.325,-6.244343891,-9.007070397
31-01-2025,240,BIL LING,DR_Server Errors on Make Payment,Server Errors on Payment Page,Google Android,1.324,1.495,0.171,1.623,1.195,1.248,1.331,1.366,-6.256036055,-8.656192056
31-01-2025,98,LOG IN,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Apple iOS,83.78,84.533,0.753,85.098,83.216,83.916,84.295,83.915,-0.449274061,0.000953343
31-01-2025,10000022,LOG IN,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Both,76.015,76.678,0.663,77.176,75.518,76.384,76.472,76.178,-0.114515011,0.270375406
31-01-2025,334,LOG IN,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Google Android,50.797,51.611,0.814,52.221,50.187,51.791,51.207,51.227,1.141315568,1.101310836
