create_dt,metric_id,feature_id,feature_name,metrics,display_names,operating_system_type,Date,Value
31-01-2025,101,7,LOG IN,Clicks on Forgot Password,Password Reset,Apple iOS,07-10-2024,1.097
31-01-2025,102,7,LOG IN,DR_Need to Register,Registration,Apple iOS,07-10-2024,0.877
31-01-2025,115,9,OVER ALL,DR_Visits,Visits,Apple iOS,07-10-2024,112188
31-01-2025,116,9,OVER ALL,Unique Visitors,Visitors,Apple iOS,07-10-2024,96225
31-01-2025,117,9,OVER ALL,Page Views,Page Views,Apple iOS,07-10-2024,1430433
31-01-2025,118,9,OVER ALL,Average Time Spent on Page,Average Time Spent (mins),Apple iOS,07-10-2024,3.5
31-01-2025,119,9,OVER ALL,DR_New Visitors,New Visitors,Apple iOS,07-10-2024,3.311
31-01-2025,120,9,OVER ALL,DR_Server Errors,Server Errors,Apple iOS,07-10-2024,1.489
31-01-2025,121,9,OVER ALL,DR_Overall Chat,Visits to Chat,Apple iOS,07-10-2024,4.888
31-01-2025,122,9,OVER ALL,DR_Message Us,Visits to Chat (Bot),Apple iOS,07-10-2024,3.401
31-01-2025,123,9,OVER ALL,DR_Agent Chat,Visits to Agent Chat (Skip bot),Apple iOS,07-10-2024,1.705
31-01-2025,124,9,OVER ALL,DR_Self Service Initiated,Visits to Self Service Features,Apple iOS,07-10-2024,52.235
31-01-2025,125,9,OVER ALL,DR_CoxApp | Visits with Chat and No Self Service Initiated,Visits with Chat but No Self Service,Apple iOS,07-10-2024,1.346
31-01-2025,126,9,OVER ALL,DR_CoxApp | Visits with No Self Service and No Chat,Visits with Neither Self Service nor Chat,Apple iOS,07-10-2024,32.61
31-01-2025,127,9,OVER ALL,DR_CoxApp | Visits not logged in,Not Logged-in Visits,Apple iOS,07-10-2024,14.571
31-01-2025,140,11,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Apple iOS,07-10-2024,4811
31-01-2025,141,11,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Apple iOS,07-10-2024,91.561
31-01-2025,142,11,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Apple iOS,07-10-2024,32.213
31-01-2025,143,11,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Apple iOS,07-10-2024,44.926
31-01-2025,144,11,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Apple iOS,07-10-2024,14.665
31-01-2025,145,11,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Apple iOS,07-10-2024,0
31-01-2025,146,11,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Apple iOS,07-10-2024,0
31-01-2025,147,11,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Apple iOS,07-10-2024,0
31-01-2025,148,12,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Apple iOS,07-10-2024,712
31-01-2025,149,12,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Apple iOS,07-10-2024,92.978
31-01-2025,150,12,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Apple iOS,07-10-2024,39.124
31-01-2025,151,12,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Apple iOS,07-10-2024,36.405
31-01-2025,152,12,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Apple iOS,07-10-2024,14.502
31-01-2025,153,12,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Apple iOS,07-10-2024,0
31-01-2025,154,12,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Apple iOS,07-10-2024,0
31-01-2025,155,12,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Apple iOS,07-10-2024,0
31-01-2025,182,15,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Apple iOS,07-10-2024,3157
31-01-2025,183,15,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Apple iOS,07-10-2024,2.851
31-01-2025,184,15,SMART HELP,DR_SmartHelp - Result,Saw a Result,Apple iOS,07-10-2024,90
31-01-2025,185,15,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Apple iOS,07-10-2024,75.309
31-01-2025,186,15,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Apple iOS,07-10-2024,18.519
31-01-2025,187,15,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Apple iOS,07-10-2024,1.235
31-01-2025,188,15,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Apple iOS,07-10-2024,1.14
31-01-2025,189,15,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Apple iOS,07-10-2024,59.867
31-01-2025,190,15,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Apple iOS,07-10-2024,54.074
31-01-2025,191,15,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Apple iOS,07-10-2024,19.418
31-01-2025,192,15,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Apple iOS,07-10-2024,21.693
31-01-2025,193,15,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Apple iOS,07-10-2024,4.339
31-01-2025,194,15,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Apple iOS,07-10-2024,13.757
31-01-2025,195,15,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Apple iOS,07-10-2024,18.53
31-01-2025,196,15,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Apple iOS,07-10-2024,16.408
31-01-2025,197,15,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Apple iOS,07-10-2024,1.33
31-01-2025,198,15,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Apple iOS,07-10-2024,0.38
31-01-2025,199,15,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Apple iOS,07-10-2024,1.267
31-01-2025,237,1,BIL LING,DR_Visits to Billing Home,Billing Section Visits,Google Android,07-10-2024,16977
31-01-2025,238,1,BIL LING,DR_Billing Make a Payment,Make Payments,Google Android,07-10-2024,35.483
31-01-2025,239,1,BIL LING,DR_Client Errors on Make Payment,Client Errors on Payment Page,Google Android,07-10-2024,0
31-01-2025,240,1,BIL LING,DR_Server Errors on Make Payment,Server Errors on Payment Page,Google Android,07-10-2024,1.361
31-01-2025,241,1,BIL LING,DR_Payment Submit,Payment Submit,Google Android,07-10-2024,30.2
31-01-2025,242,1,BIL LING,DR_Payments,Payment Success Rate,Google Android,07-10-2024,98.557
31-01-2025,243,1,BIL LING,DR_Promise to Pay,Promise to Pay - Linkout,Google Android,07-10-2024,0
31-01-2025,244,1,BIL LING,DR_Promise to Pay (Native),Promise to Pay - Native,Google Android,07-10-2024,9.218
31-01-2025,245,1,BIL LING,DR_CoxApp | Billing - Additional time to pay (Link out),Additional time to pay - Linkout,Google Android,07-10-2024,64.345
31-01-2025,246,1,BIL LING,DR_CoxApp | Billing - Future date payment (Link out),Future date payment - Linkout,Google Android,07-10-2024,10.224
31-01-2025,247,1,BIL LING,DR_Billing - View Bill Details,Bill Downloads,Google Android,07-10-2024,4.577
31-01-2025,248,1,BIL LING,DR_Billing - Activity & Statements,Activity & Statements,Google Android,07-10-2024,7.681
31-01-2025,249,1,BIL LING,DR_Billing - Automatic Payments,Easy Pay Enrollments,Google Android,07-10-2024,3.499
31-01-2025,250,1,BIL LING,DR_Billing - Manage Payment Methods,Payment Method Changes,Google Android,07-10-2024,3.846
31-01-2025,251,1,BIL LING,DR_Billing - Agreements & Discounts,Agreement & Discounts,Google Android,07-10-2024,3.228
31-01-2025,252,1,BIL LING,DR_Billing - Bill Delivery,Bill Delivery Options,Google Android,07-10-2024,1.261
31-01-2025,253,1,BIL LING,DR_Billing - Edit Billing Address,Address Changes,Google Android,07-10-2024,0.23
31-01-2025,254,1,BIL LING,DR_Billing - Move My Service,Move Service,Google Android,07-10-2024,0.607
31-01-2025,255,1,BIL LING,DR_Billing visits to chat,Billing_Interacted with chat,Google Android,07-10-2024,3.729
31-01-2025,332,7,LOG IN,DR_Login Page Visits,Login Page Visits,Google Android,07-10-2024,34834
31-01-2025,333,7,LOG IN,DR_Successful logins,Login Success Rate,Google Android,07-10-2024,83.35
31-01-2025,334,7,LOG IN,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Google Android,07-10-2024,50.248
31-01-2025,335,7,LOG IN,DR_Clicks to MFA Verification,with TSV,Google Android,07-10-2024,6.508
31-01-2025,336,7,LOG IN,DR_Clicks on Forgot User ID,User ID Recovery,Google Android,07-10-2024,1.504
31-01-2025,337,7,LOG IN,Clicks on Forgot Password,Password Reset,Google Android,07-10-2024,1.895
31-01-2025,338,7,LOG IN,DR_Need to Register,Registration,Google Android,07-10-2024,2.288
31-01-2025,351,9,OVER ALL,DR_Visits,Visits,Google Android,07-10-2024,35096
31-01-2025,352,9,OVER ALL,Unique Visitors,Visitors,Google Android,07-10-2024,31461
31-01-2025,353,9,OVER ALL,Page Views,Page Views,Google Android,07-10-2024,691107
31-01-2025,354,9,OVER ALL,Average Time Spent on Page,Average Time Spent (mins),Google Android,07-10-2024,4.2
31-01-2025,355,9,OVER ALL,DR_New Visitors,New Visitors,Google Android,07-10-2024,5.095
31-01-2025,356,9,OVER ALL,DR_Server Errors,Server Errors,Google Android,07-10-2024,14.779
31-01-2025,357,9,OVER ALL,DR_Overall Chat,Visits to Chat,Google Android,07-10-2024,4.436
31-01-2025,358,9,OVER ALL,DR_Message Us,Visits to Chat (Bot),Google Android,07-10-2024,3.382
31-01-2025,359,9,OVER ALL,DR_Agent Chat,Visits to Agent Chat (Skip bot),Google Android,07-10-2024,1.251
31-01-2025,360,9,OVER ALL,DR_Self Service Initiated,Visits to Self Service Features,Google Android,07-10-2024,51.855
31-01-2025,361,9,OVER ALL,DR_CoxApp | Visits with Chat and No Self Service Initiated,Visits with Chat but No Self Service,Google Android,07-10-2024,1.211
31-01-2025,362,9,OVER ALL,DR_CoxApp | Visits with No Self Service and No Chat,Visits with Neither Self Service nor Chat,Google Android,07-10-2024,32.357
31-01-2025,363,9,OVER ALL,DR_CoxApp | Visits not logged in,Not Logged-in Visits,Google Android,07-10-2024,16.706
31-01-2025,376,11,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Google Android,07-10-2024,1740
31-01-2025,377,11,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Google Android,07-10-2024,91.667
31-01-2025,378,11,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Google Android,07-10-2024,29.906
31-01-2025,379,11,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Google Android,07-10-2024,32.351
31-01-2025,380,11,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Google Android,07-10-2024,11.912
31-01-2025,381,11,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Google Android,07-10-2024,4.253
31-01-2025,382,11,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Google Android,07-10-2024,0.23
31-01-2025,383,11,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Google Android,07-10-2024,0.92
31-01-2025,384,12,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Google Android,07-10-2024,263
31-01-2025,385,12,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Google Android,07-10-2024,91.255
31-01-2025,386,12,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Google Android,07-10-2024,31.25
31-01-2025,387,12,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Google Android,07-10-2024,20.417
31-01-2025,388,12,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Google Android,07-10-2024,14.583
31-01-2025,389,12,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Google Android,07-10-2024,7.605
31-01-2025,390,12,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Google Android,07-10-2024,0.38
31-01-2025,391,12,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Google Android,07-10-2024,1.521
31-01-2025,416,15,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Google Android,07-10-2024,1480
31-01-2025,417,15,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Google Android,07-10-2024,2.635
31-01-2025,418,15,SMART HELP,DR_SmartHelp - Result,Saw a Result,Google Android,07-10-2024,69.231
31-01-2025,419,15,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Google Android,07-10-2024,74.074
31-01-2025,420,15,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Google Android,07-10-2024,18.519
31-01-2025,421,15,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Google Android,07-10-2024,0
31-01-2025,422,15,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Google Android,07-10-2024,0.743
31-01-2025,423,15,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Google Android,07-10-2024,55
31-01-2025,424,15,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Google Android,07-10-2024,52.703
31-01-2025,425,15,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Google Android,07-10-2024,14.373
31-01-2025,426,15,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Google Android,07-10-2024,15.233
31-01-2025,427,15,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Google Android,07-10-2024,3.931
31-01-2025,428,15,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Google Android,07-10-2024,13.759
31-01-2025,429,15,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Google Android,07-10-2024,18.243
31-01-2025,430,15,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Google Android,07-10-2024,14.459
31-01-2025,431,15,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Google Android,07-10-2024,1.622
31-01-2025,432,15,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Google Android,07-10-2024,0.608
31-01-2025,433,15,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Google Android,07-10-2024,0.946
31-01-2025,1000001,1,BIL LING,DR_Visits to Billing Home,Billing Section Visits,Both,07-10-2024,74383
31-01-2025,1000002,1,BIL LING,DR_Billing Make a Payment,Make Payments,Both,07-10-2024,35.04
31-01-2025,1000003,1,BIL LING,DR_Client Errors on Make Payment,Client Errors on Payment Page,Both,07-10-2024,0
31-01-2025,1000004,1,BIL LING,DR_Server Errors on Make Payment,Server Errors on Payment Page,Both,07-10-2024,0.315
31-01-2025,1000005,1,BIL LING,DR_Payment Submit,Payment Submit,Both,07-10-2024,31.405
31-01-2025,1000006,1,BIL LING,DR_Payments,Payment Success Rate,Both,07-10-2024,97.598
31-01-2025,1000007,1,BIL LING,DR_Promise to Pay,Promise to Pay - Linkout,Both,07-10-2024,0
31-01-2025,1000008,1,BIL LING,DR_Promise to Pay (Native),Promise to Pay - Native,Both,07-10-2024,6.432
31-01-2025,1000009,1,BIL LING,DR_CoxApp | Billing - Additional time to pay (Link out),Additional time to pay - Linkout,Both,07-10-2024,67.914
31-01-2025,10000010,1,BIL LING,DR_CoxApp | Billing - Future date payment (Link out),Future date payment - Linkout,Both,07-10-2024,10.619
31-01-2025,10000011,1,BIL LING,DR_Billing - View Bill Details,Bill Downloads,Both,07-10-2024,8.294
31-01-2025,10000012,1,BIL LING,DR_Billing - Activity & Statements,Activity & Statements,Both,07-10-2024,7.85
31-01-2025,10000013,1,BIL LING,DR_Billing - Automatic Payments,Easy Pay Enrollments,Both,07-10-2024,3.672
31-01-2025,10000014,1,BIL LING,DR_Billing - Manage Payment Methods,Payment Method Changes,Both,07-10-2024,4.017
31-01-2025,10000015,1,BIL LING,DR_Billing - Agreements & Discounts,Agreement & Discounts,Both,07-10-2024,3.202
31-01-2025,10000016,1,BIL LING,DR_Billing - Bill Delivery,Bill Delivery Options,Both,07-10-2024,1.266
31-01-2025,10000017,1,BIL LING,DR_Billing - Edit Billing Address,Address Changes,Both,07-10-2024,0.204
31-01-2025,10000018,1,BIL LING,DR_Billing - Move My Service,Move Service,Both,07-10-2024,0.856
31-01-2025,10000019,1,BIL LING,DR_Billing visits to chat,Billing_Interacted with chat,Both,07-10-2024,3.684
31-01-2025,10000020,7,LOG IN,DR_Login Page Visits,Login Page Visits,Both,07-10-2024,146585
31-01-2025,10000021,7,LOG IN,DR_Successful logins,Login Success Rate,Both,07-10-2024,84.832
31-01-2025,10000022,7,LOG IN,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Both,07-10-2024,75.916
31-01-2025,10000023,7,LOG IN,DR_Clicks to MFA Verification,with TSV,Both,07-10-2024,13.125
31-01-2025,10000024,7,LOG IN,DR_Clicks on Forgot User ID,User ID Recovery,Both,07-10-2024,0.907
31-01-2025,10000025,7,LOG IN,Clicks on Forgot Password,Password Reset,Both,07-10-2024,1.287
31-01-2025,10000026,7,LOG IN,DR_Need to Register,Registration,Both,07-10-2024,1.212
31-01-2025,10000027,9,OVER ALL,DR_Visits,Visits,Both,07-10-2024,147284
31-01-2025,10000028,9,OVER ALL,Unique Visitors,Visitors,Both,07-10-2024,127686
31-01-2025,10000029,9,OVER ALL,Page Views,Page Views,Both,07-10-2024,2121540
31-01-2025,10000030,9,OVER ALL,Average Time Spent on Page,Average Time Spent (mins),Both,07-10-2024,7.7
31-01-2025,10000031,9,OVER ALL,DR_New Visitors,New Visitors,Both,07-10-2024,3.736
31-01-2025,10000032,9,OVER ALL,DR_Server Errors,Server Errors,Both,07-10-2024,4.656
31-01-2025,10000033,9,OVER ALL,DR_Overall Chat,Visits to Chat,Both,07-10-2024,4.781
31-01-2025,10000034,9,OVER ALL,DR_Message Us,Visits to Chat (Bot),Both,07-10-2024,3.397
31-01-2025,10000035,9,OVER ALL,DR_Agent Chat,Visits to Agent Chat (Skip bot),Both,07-10-2024,1.597
31-01-2025,10000036,9,OVER ALL,DR_Self Service Initiated,Visits to Self Service Features,Both,07-10-2024,52.144
31-01-2025,10000037,9,OVER ALL,DR_CoxApp | Visits with Chat and No Self Service Initiated,Visits with Chat but No Self Service,Both,07-10-2024,1.314
31-01-2025,10000038,9,OVER ALL,DR_CoxApp | Visits with No Self Service and No Chat,Visits with Neither Self Service nor Chat,Both,07-10-2024,32.55
31-01-2025,10000039,9,OVER ALL,DR_CoxApp | Visits not logged in,Not Logged-in Visits,Both,07-10-2024,15.08
31-01-2025,10000040,11,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Both,07-10-2024,6551
31-01-2025,10000041,11,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Both,07-10-2024,91.589
31-01-2025,10000042,11,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Both,07-10-2024,31.6
31-01-2025,10000043,11,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Both,07-10-2024,41.583
31-01-2025,10000044,11,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Both,07-10-2024,13.933
31-01-2025,10000045,11,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Both,07-10-2024,1.13
31-01-2025,10000046,11,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Both,07-10-2024,0.061
31-01-2025,10000047,11,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Both,07-10-2024,0.244
31-01-2025,10000048,12,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Both,07-10-2024,975
31-01-2025,10000049,12,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Both,07-10-2024,92.513
31-01-2025,10000050,12,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Both,07-10-2024,37.029
31-01-2025,10000051,12,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Both,07-10-2024,32.151
31-01-2025,10000052,12,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Both,07-10-2024,14.523
31-01-2025,10000053,12,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Both,07-10-2024,2.051
31-01-2025,10000054,12,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Both,07-10-2024,0.103
31-01-2025,10000055,12,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Both,07-10-2024,0.41
31-01-2025,10000056,15,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Both,07-10-2024,4637
31-01-2025,10000057,15,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Both,07-10-2024,2.782
31-01-2025,10000058,15,SMART HELP,DR_SmartHelp - Result,Saw a Result,Both,07-10-2024,83.721
31-01-2025,10000059,15,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Both,07-10-2024,75
31-01-2025,10000060,15,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Both,07-10-2024,18.519
31-01-2025,10000061,15,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Both,07-10-2024,0.926
31-01-2025,10000062,15,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Both,07-10-2024,1.014
31-01-2025,10000063,15,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Both,07-10-2024,58.314
31-01-2025,10000064,15,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Both,07-10-2024,53.661
31-01-2025,10000065,15,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Both,07-10-2024,17.899
31-01-2025,10000066,15,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Both,07-10-2024,19.749
31-01-2025,10000067,15,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Both,07-10-2024,4.216
31-01-2025,10000068,15,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Both,07-10-2024,13.757
31-01-2025,10000069,15,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Both,07-10-2024,18.439
31-01-2025,10000070,15,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Both,07-10-2024,15.786
31-01-2025,10000071,15,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Both,07-10-2024,1.423
31-01-2025,10000072,15,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Both,07-10-2024,0.453
31-01-2025,10000073,15,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Both,07-10-2024,1.165
31-01-2025,1,1,BIL LING,DR_Visits to Billing Home,Billing Section Visits,Apple iOS,08-10-2024,58604
31-01-2025,2,1,BIL LING,DR_Billing Make a Payment,Make Payments,Apple iOS,08-10-2024,35.492
31-01-2025,3,1,BIL LING,DR_Client Errors on Make Payment,Client Errors on Payment Page,Apple iOS,08-10-2024,0.005
31-01-2025,4,1,BIL LING,DR_Server Errors on Make Payment,Server Errors on Payment Page,Apple iOS,08-10-2024,0.01
31-01-2025,5,1,BIL LING,DR_Payment Submit,Payment Submit,Apple iOS,08-10-2024,32.585
31-01-2025,6,1,BIL LING,DR_Payments,Payment Success Rate,Apple iOS,08-10-2024,97.298
31-01-2025,7,1,BIL LING,DR_Promise to Pay,Promise to Pay - Linkout,Apple iOS,08-10-2024,0.002
31-01-2025,8,1,BIL LING,DR_Promise to Pay (Native),Promise to Pay - Native,Apple iOS,08-10-2024,5.254
31-01-2025,9,1,BIL LING,DR_CoxApp | Billing - Additional time to pay (Link out),Additional time to pay - Linkout,Apple iOS,08-10-2024,71.224
31-01-2025,10,1,BIL LING,DR_CoxApp | Billing - Future date payment (Link out),Future date payment - Linkout,Apple iOS,08-10-2024,9.386
31-01-2025,11,1,BIL LING,DR_Billing - View Bill Details,Bill Downloads,Apple iOS,08-10-2024,9.87
31-01-2025,12,1,BIL LING,DR_Billing - Activity & Statements,Activity & Statements,Apple iOS,08-10-2024,8.327
31-01-2025,13,1,BIL LING,DR_Billing - Automatic Payments,Easy Pay Enrollments,Apple iOS,08-10-2024,3.588
31-01-2025,14,1,BIL LING,DR_Billing - Manage Payment Methods,Payment Method Changes,Apple iOS,08-10-2024,4.191
31-01-2025,15,1,BIL LING,DR_Billing - Agreements & Discounts,Agreement & Discounts,Apple iOS,08-10-2024,3.002
31-01-2025,16,1,BIL LING,DR_Billing - Bill Delivery,Bill Delivery Options,Apple iOS,08-10-2024,1.256
31-01-2025,17,1,BIL LING,DR_Billing - Edit Billing Address,Address Changes,Apple iOS,08-10-2024,0.172
31-01-2025,18,1,BIL LING,DR_Billing - Move My Service,Move Service,Apple iOS,08-10-2024,0.841
31-01-2025,19,1,BIL LING,DR_Billing visits to chat,Billing_Interacted with chat,Apple iOS,08-10-2024,3.687
31-01-2025,96,7,LOG IN,DR_Login Page Visits,Login Page Visits,Apple iOS,08-10-2024,116716
31-01-2025,97,7,LOG IN,DR_Successful logins,Login Success Rate,Apple iOS,08-10-2024,82.118
31-01-2025,98,7,LOG IN,DR_Auto Logins,Share of Auto Login (Remember/Biometrics),Apple iOS,08-10-2024,83.861
31-01-2025,99,7,LOG IN,DR_Clicks to MFA Verification,with TSV,Apple iOS,08-10-2024,15.423
31-01-2025,100,7,LOG IN,DR_Clicks on Forgot User ID,User ID Recovery,Apple iOS,08-10-2024,0.722
31-01-2025,101,7,LOG IN,Clicks on Forgot Password,Password Reset,Apple iOS,08-10-2024,1.14
31-01-2025,102,7,LOG IN,DR_Need to Register,Registration,Apple iOS,08-10-2024,0.849
31-01-2025,115,9,OVER ALL,DR_Visits,Visits,Apple iOS,08-10-2024,117077
31-01-2025,116,9,OVER ALL,Unique Visitors,Visitors,Apple iOS,08-10-2024,98975
31-01-2025,117,9,OVER ALL,Page Views,Page Views,Apple iOS,08-10-2024,1469030
31-01-2025,118,9,OVER ALL,Average Time Spent on Page,Average Time Spent (mins),Apple iOS,08-10-2024,3.6
31-01-2025,119,9,OVER ALL,DR_New Visitors,New Visitors,Apple iOS,08-10-2024,3.164
31-01-2025,120,9,OVER ALL,DR_Server Errors,Server Errors,Apple iOS,08-10-2024,2.477
31-01-2025,121,9,OVER ALL,DR_Overall Chat,Visits to Chat,Apple iOS,08-10-2024,4.774
31-01-2025,122,9,OVER ALL,DR_Message Us,Visits to Chat (Bot),Apple iOS,08-10-2024,3.291
31-01-2025,123,9,OVER ALL,DR_Agent Chat,Visits to Agent Chat (Skip bot),Apple iOS,08-10-2024,1.684
31-01-2025,124,9,OVER ALL,DR_Self Service Initiated,Visits to Self Service Features,Apple iOS,08-10-2024,50.627
