create_dt,metric_id,feature_name,metrics,display_names,operating_system_type,Date,Value
22-01-2025,431,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Google Android,20-09-2024,16.26
22-01-2025,432,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Google Android,20-09-2024,1.016
22-01-2025,433,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Google Android,20-09-2024,0.407
22-01-2025,434,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Google Android,20-09-2024,2.033
22-01-2025,Both_ID_1,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Both,20-09-2024,6798
22-01-2025,Both_ID_2,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Both,20-09-2024,90.482
22-01-2025,Both_ID_3,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Both,20-09-2024,31.247
22-01-2025,Both_ID_4,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Both,20-09-2024,42.156
22-01-2025,Both_ID_5,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Both,20-09-2024,14.811
22-01-2025,Both_ID_6,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Both,20-09-2024,1.265
22-01-2025,Both_ID_7,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Both,20-09-2024,0.059
22-01-2025,Both_ID_8,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Both,20-09-2024,0.206
22-01-2025,Both_ID_9,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Both,20-09-2024,1034
22-01-2025,Both_ID_10,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Both,20-09-2024,93.81
22-01-2025,Both_ID_11,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Both,20-09-2024,35.258
22-01-2025,Both_ID_12,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Both,20-09-2024,31.134
22-01-2025,Both_ID_13,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Both,20-09-2024,16.186
22-01-2025,Both_ID_14,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Both,20-09-2024,2.128
22-01-2025,Both_ID_15,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Both,20-09-2024,0.097
22-01-2025,Both_ID_16,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Both,20-09-2024,0.193
22-01-2025,Both_ID_17,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Both,20-09-2024,4638
22-01-2025,Both_ID_18,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Both,20-09-2024,2.76
22-01-2025,Both_ID_19,SMART HELP,DR_SmartHelp - Result,Saw a Result,Both,20-09-2024,83.594
22-01-2025,Both_ID_20,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Both,20-09-2024,6.542
22-01-2025,Both_ID_21,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Both,20-09-2024,0.935
22-01-2025,Both_ID_22,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Both,20-09-2024,0
22-01-2025,Both_ID_23,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Both,20-09-2024,0.41
22-01-2025,Both_ID_24,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Both,20-09-2024,58.366
22-01-2025,Both_ID_25,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Both,20-09-2024,53.011
22-01-2025,Both_ID_26,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Both,20-09-2024,17.252
22-01-2025,Both_ID_27,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Both,20-09-2024,19.801
22-01-2025,Both_ID_28,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Both,20-09-2024,4.285
22-01-2025,Both_ID_29,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Both,20-09-2024,14.518
22-01-2025,Both_ID_30,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Both,20-09-2024,18.348
22-01-2025,Both_ID_31,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Both,20-09-2024,17.227
22-01-2025,Both_ID_32,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Both,20-09-2024,1.078
22-01-2025,Both_ID_33,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Both,20-09-2024,0.323
22-01-2025,Both_ID_34,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Both,20-09-2024,2.027
22-01-2025,141,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Apple iOS,21-09-2024,5354
22-01-2025,142,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Apple iOS,21-09-2024,91.016
22-01-2025,143,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Apple iOS,21-09-2024,30.371
22-01-2025,144,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Apple iOS,21-09-2024,46.029
22-01-2025,145,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Apple iOS,21-09-2024,15.37
22-01-2025,146,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Apple iOS,21-09-2024,0
22-01-2025,147,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Apple iOS,21-09-2024,0
22-01-2025,148,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Apple iOS,21-09-2024,0
22-01-2025,149,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Apple iOS,21-09-2024,749
22-01-2025,150,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Apple iOS,21-09-2024,93.057
22-01-2025,151,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Apple iOS,21-09-2024,29.412
22-01-2025,152,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Apple iOS,21-09-2024,39.742
22-01-2025,153,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Apple iOS,21-09-2024,16.786
22-01-2025,154,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Apple iOS,21-09-2024,0
22-01-2025,155,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Apple iOS,21-09-2024,0
22-01-2025,156,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Apple iOS,21-09-2024,0
22-01-2025,183,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Apple iOS,21-09-2024,3050
22-01-2025,184,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Apple iOS,21-09-2024,2.295
22-01-2025,185,SMART HELP,DR_SmartHelp - Result,Saw a Result,Apple iOS,21-09-2024,92.857
22-01-2025,186,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Apple iOS,21-09-2024,4.615
22-01-2025,187,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Apple iOS,21-09-2024,0
22-01-2025,188,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Apple iOS,21-09-2024,0
22-01-2025,189,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Apple iOS,21-09-2024,0.459
22-01-2025,190,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Apple iOS,21-09-2024,61.705
22-01-2025,191,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Apple iOS,21-09-2024,56.111
22-01-2025,192,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Apple iOS,21-09-2024,20.882
22-01-2025,193,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Apple iOS,21-09-2024,21.095
22-01-2025,194,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Apple iOS,21-09-2024,5.42
22-01-2025,195,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Apple iOS,21-09-2024,15.728
22-01-2025,196,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Apple iOS,21-09-2024,16.361
22-01-2025,197,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Apple iOS,21-09-2024,18.656
22-01-2025,198,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Apple iOS,21-09-2024,1.541
22-01-2025,199,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Apple iOS,21-09-2024,0.262
22-01-2025,200,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Apple iOS,21-09-2024,1.77
22-01-2025,377,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Google Android,21-09-2024,1771
22-01-2025,378,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Google Android,21-09-2024,90.683
22-01-2025,379,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Google Android,21-09-2024,29.514
22-01-2025,380,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Google Android,21-09-2024,35.741
22-01-2025,381,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Google Android,21-09-2024,13.699
22-01-2025,382,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Google Android,21-09-2024,2.936
22-01-2025,383,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Google Android,21-09-2024,0.282
22-01-2025,384,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Google Android,21-09-2024,0.678
22-01-2025,385,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Google Android,21-09-2024,257
22-01-2025,386,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Google Android,21-09-2024,96.109
22-01-2025,387,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Google Android,21-09-2024,34.413
22-01-2025,388,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Google Android,21-09-2024,25.506
22-01-2025,389,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Google Android,21-09-2024,20.648
22-01-2025,390,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Google Android,21-09-2024,3.113
22-01-2025,391,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Google Android,21-09-2024,0
22-01-2025,392,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Google Android,21-09-2024,0.389
22-01-2025,417,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Google Android,21-09-2024,1492
22-01-2025,418,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Google Android,21-09-2024,3.418
22-01-2025,419,SMART HELP,DR_SmartHelp - Result,Saw a Result,Google Android,21-09-2024,84.314
22-01-2025,420,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Google Android,21-09-2024,11.628
22-01-2025,421,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Google Android,21-09-2024,0
22-01-2025,422,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Google Android,21-09-2024,0
22-01-2025,423,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Google Android,21-09-2024,0.469
22-01-2025,424,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Google Android,21-09-2024,58.177
22-01-2025,425,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Google Android,21-09-2024,58.295
22-01-2025,426,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Google Android,21-09-2024,11.751
22-01-2025,427,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Google Android,21-09-2024,17.396
22-01-2025,428,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Google Android,21-09-2024,4.608
22-01-2025,429,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Google Android,21-09-2024,14.516
22-01-2025,430,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Google Android,21-09-2024,15.282
22-01-2025,431,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Google Android,21-09-2024,14.879
22-01-2025,432,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Google Android,21-09-2024,1.743
22-01-2025,433,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Google Android,21-09-2024,0.067
22-01-2025,434,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Google Android,21-09-2024,1.877
22-01-2025,Both_ID_1,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Both,21-09-2024,7125
22-01-2025,Both_ID_2,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Both,21-09-2024,90.933
22-01-2025,Both_ID_3,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Both,21-09-2024,30.159
22-01-2025,Both_ID_4,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Both,21-09-2024,43.479
22-01-2025,Both_ID_5,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Both,21-09-2024,14.956
22-01-2025,Both_ID_6,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Both,21-09-2024,0.73
22-01-2025,Both_ID_7,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Both,21-09-2024,0.07
22-01-2025,Both_ID_8,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Both,21-09-2024,0.168
22-01-2025,Both_ID_9,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Both,21-09-2024,1006
22-01-2025,Both_ID_10,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Both,21-09-2024,93.837
22-01-2025,Both_ID_11,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Both,21-09-2024,30.72
22-01-2025,Both_ID_12,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Both,21-09-2024,36.017
22-01-2025,Both_ID_13,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Both,21-09-2024,17.797
22-01-2025,Both_ID_14,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Both,21-09-2024,0.795
22-01-2025,Both_ID_15,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Both,21-09-2024,0
22-01-2025,Both_ID_16,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Both,21-09-2024,0.099
22-01-2025,Both_ID_17,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Both,21-09-2024,4542
22-01-2025,Both_ID_18,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Both,21-09-2024,2.664
22-01-2025,Both_ID_19,SMART HELP,DR_SmartHelp - Result,Saw a Result,Both,21-09-2024,89.256
22-01-2025,Both_ID_20,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Both,21-09-2024,7.407
22-01-2025,Both_ID_21,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Both,21-09-2024,0
22-01-2025,Both_ID_22,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Both,21-09-2024,0
22-01-2025,Both_ID_23,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Both,21-09-2024,0.462
22-01-2025,Both_ID_24,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Both,21-09-2024,60.546
22-01-2025,Both_ID_25,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Both,21-09-2024,56.8
22-01-2025,Both_ID_26,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Both,21-09-2024,18
22-01-2025,Both_ID_27,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Both,21-09-2024,19.927
22-01-2025,Both_ID_28,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Both,21-09-2024,5.164
22-01-2025,Both_ID_29,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Both,21-09-2024,15.345
22-01-2025,Both_ID_30,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Both,21-09-2024,16.006
22-01-2025,Both_ID_31,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Both,21-09-2024,17.415
22-01-2025,Both_ID_32,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Both,21-09-2024,1.607
22-01-2025,Both_ID_33,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Both,21-09-2024,0.198
22-01-2025,Both_ID_34,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Both,21-09-2024,1.805
22-01-2025,141,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Apple iOS,22-09-2024,5501
22-01-2025,142,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Apple iOS,22-09-2024,92.129
22-01-2025,143,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Apple iOS,22-09-2024,32.261
22-01-2025,144,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Apple iOS,22-09-2024,44.988
22-01-2025,145,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Apple iOS,22-09-2024,13.418
22-01-2025,146,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Apple iOS,22-09-2024,0
22-01-2025,147,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Apple iOS,22-09-2024,0
22-01-2025,148,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Apple iOS,22-09-2024,0
22-01-2025,149,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Apple iOS,22-09-2024,745
22-01-2025,150,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Apple iOS,22-09-2024,92.349
22-01-2025,151,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Apple iOS,22-09-2024,29.942
22-01-2025,152,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Apple iOS,22-09-2024,37.936
22-01-2025,153,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Apple iOS,22-09-2024,17.878
22-01-2025,154,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Apple iOS,22-09-2024,0
22-01-2025,155,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Apple iOS,22-09-2024,0
22-01-2025,156,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Apple iOS,22-09-2024,0
22-01-2025,183,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Apple iOS,22-09-2024,2921
22-01-2025,184,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Apple iOS,22-09-2024,2.841
22-01-2025,185,SMART HELP,DR_SmartHelp - Result,Saw a Result,Apple iOS,22-09-2024,95.181
22-01-2025,186,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Apple iOS,22-09-2024,7.595
22-01-2025,187,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Apple iOS,22-09-2024,0
22-01-2025,188,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Apple iOS,22-09-2024,2.532
22-01-2025,189,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Apple iOS,22-09-2024,0.24
22-01-2025,190,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Apple iOS,22-09-2024,64.704
22-01-2025,191,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Apple iOS,22-09-2024,56.085
22-01-2025,192,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Apple iOS,22-09-2024,19.841
22-01-2025,193,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Apple iOS,22-09-2024,22.381
22-01-2025,194,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Apple iOS,22-09-2024,4.921
22-01-2025,195,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Apple iOS,22-09-2024,14.021
22-01-2025,196,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Apple iOS,22-09-2024,14.618
22-01-2025,197,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Apple iOS,22-09-2024,17.117
22-01-2025,198,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Apple iOS,22-09-2024,1.506
22-01-2025,199,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Apple iOS,22-09-2024,0.24
22-01-2025,200,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Apple iOS,22-09-2024,1.986
22-01-2025,377,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Google Android,22-09-2024,1809
22-01-2025,378,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Google Android,22-09-2024,92.095
22-01-2025,379,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Google Android,22-09-2024,30.672
22-01-2025,380,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Google Android,22-09-2024,32.773
22-01-2025,381,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Google Android,22-09-2024,13.205
22-01-2025,382,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Google Android,22-09-2024,3.427
22-01-2025,383,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Google Android,22-09-2024,0.276
22-01-2025,384,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Google Android,22-09-2024,0.608
22-01-2025,385,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Google Android,22-09-2024,249
22-01-2025,386,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Google Android,22-09-2024,91.566
22-01-2025,387,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Google Android,22-09-2024,34.649
22-01-2025,388,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Google Android,22-09-2024,21.93
22-01-2025,389,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Google Android,22-09-2024,19.298
22-01-2025,390,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Google Android,22-09-2024,6.024
22-01-2025,391,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Google Android,22-09-2024,0
22-01-2025,392,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Google Android,22-09-2024,0
22-01-2025,417,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Google Android,22-09-2024,1487
22-01-2025,418,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Google Android,22-09-2024,3.497
22-01-2025,419,SMART HELP,DR_SmartHelp - Result,Saw a Result,Google Android,22-09-2024,84.615
22-01-2025,420,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Google Android,22-09-2024,9.091
22-01-2025,421,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Google Android,22-09-2024,0
22-01-2025,422,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Google Android,22-09-2024,4.545
22-01-2025,423,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Google Android,22-09-2024,0.605
22-01-2025,424,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Google Android,22-09-2024,58.104
22-01-2025,425,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Google Android,22-09-2024,51.736
22-01-2025,426,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Google Android,22-09-2024,15.046
22-01-2025,427,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Google Android,22-09-2024,16.898
22-01-2025,428,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Google Android,22-09-2024,4.514
22-01-2025,429,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Google Android,22-09-2024,11.921
22-01-2025,430,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Google Android,22-09-2024,14.728
22-01-2025,431,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Google Android,22-09-2024,13.45
22-01-2025,432,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Google Android,22-09-2024,1.412
22-01-2025,433,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Google Android,22-09-2024,0.538
22-01-2025,434,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Google Android,22-09-2024,2.286
22-01-2025,Both_ID_1,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Both,22-09-2024,7310
22-01-2025,Both_ID_2,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Both,22-09-2024,92.12
22-01-2025,Both_ID_3,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Both,22-09-2024,31.868
22-01-2025,Both_ID_4,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Both,22-09-2024,41.966
22-01-2025,Both_ID_5,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Both,22-09-2024,13.365
22-01-2025,Both_ID_6,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Both,22-09-2024,0.848
22-01-2025,Both_ID_7,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Both,22-09-2024,0.068
22-01-2025,Both_ID_8,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Both,22-09-2024,0.15
