create_dt,metric_id,feature_id,unique_identifier,feature_name,metrics,display_names,operating_system_type,Date,Value
2025-01-22,149,12,RTB,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Apple iOS,15-09-2024,2005.0
2025-01-22,150,12,RTB,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Apple iOS,15-09-2024,94.613
2025-01-22,151,12,RTB,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Apple iOS,15-09-2024,37.217
2025-01-22,152,12,RTB,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Apple iOS,15-09-2024,46.284
2025-01-22,153,12,RTB,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Apple iOS,15-09-2024,23.247
2025-01-22,154,12,RTB,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Apple iOS,15-09-2024,0.0
2025-01-22,155,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Apple iOS,15-09-2024,0.0
2025-01-22,156,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Apple iOS,15-09-2024,0.0
2025-01-22,183,15,SH,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Apple iOS,15-09-2024,3356.0
2025-01-22,184,15,SH,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Apple iOS,15-09-2024,8.462
2025-01-22,185,15,SH,SMART HELP,DR_SmartHelp - Result,Saw a Result,Apple iOS,15-09-2024,99.648
2025-01-22,186,15,SH,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Apple iOS,15-09-2024,89.046
2025-01-22,187,15,SH,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Apple iOS,15-09-2024,9.541
2025-01-22,188,15,SH,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Apple iOS,15-09-2024,1.06
2025-01-22,189,15,SH,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Apple iOS,15-09-2024,5.691
2025-01-22,190,15,SH,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Apple iOS,15-09-2024,58.284
2025-01-22,191,15,SH,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Apple iOS,15-09-2024,56.135
2025-01-22,192,15,SH,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Apple iOS,15-09-2024,19.427
2025-01-22,193,15,SH,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Apple iOS,15-09-2024,24.796
2025-01-22,194,15,SH,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Apple iOS,15-09-2024,5.624
2025-01-22,195,15,SH,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Apple iOS,15-09-2024,15.286
2025-01-22,196,15,SH,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Apple iOS,15-09-2024,14.035
2025-01-22,197,15,SH,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Apple iOS,15-09-2024,15.316
2025-01-22,198,15,SH,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Apple iOS,15-09-2024,3.367
2025-01-22,199,15,SH,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Apple iOS,15-09-2024,0.328
2025-01-22,200,15,SH,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Apple iOS,15-09-2024,4.231
2025-01-22,377,11,RM,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Google Android,15-09-2024,2056.0
2025-01-22,378,11,RM,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Google Android,15-09-2024,91.44
2025-01-22,379,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Google Android,15-09-2024,31.17
2025-01-22,380,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Google Android,15-09-2024,32.287
2025-01-22,381,11,RM,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Google Android,15-09-2024,15.16
2025-01-22,382,11,RM,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Google Android,15-09-2024,3.307
2025-01-22,383,11,RM,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Google Android,15-09-2024,0.195
2025-01-22,384,11,RM,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Google Android,15-09-2024,0.827
2025-01-22,385,12,RTB,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Google Android,15-09-2024,951.0
2025-01-22,386,12,RTB,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Google Android,15-09-2024,96.74
2025-01-22,387,12,RTB,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Google Android,15-09-2024,36.957
2025-01-22,388,12,RTB,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Google Android,15-09-2024,25.217
2025-01-22,389,12,RTB,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Google Android,15-09-2024,20.652
2025-01-22,390,12,RTB,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Google Android,15-09-2024,13.88
2025-01-22,391,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Google Android,15-09-2024,0.0
2025-01-22,392,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Google Android,15-09-2024,0.526
2025-01-22,417,15,SH,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Google Android,15-09-2024,1940.0
2025-01-22,418,15,SH,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Google Android,15-09-2024,10.928
2025-01-22,419,15,SH,SMART HELP,DR_SmartHelp - Result,Saw a Result,Google Android,15-09-2024,97.642
2025-01-22,420,15,SH,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Google Android,15-09-2024,92.754
2025-01-22,421,15,SH,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Google Android,15-09-2024,5.314
2025-01-22,422,15,SH,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Google Android,15-09-2024,1.449
2025-01-22,423,15,SH,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Google Android,15-09-2024,7.577
2025-01-22,424,15,SH,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Google Android,15-09-2024,53.144
2025-01-22,425,15,SH,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Google Android,15-09-2024,49.176
2025-01-22,426,15,SH,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Google Android,15-09-2024,17.265
2025-01-22,427,15,SH,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Google Android,15-09-2024,17.459
2025-01-22,428,15,SH,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Google Android,15-09-2024,5.044
2025-01-22,429,15,SH,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Google Android,15-09-2024,15.325
2025-01-22,430,15,SH,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Google Android,15-09-2024,14.485
2025-01-22,431,15,SH,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Google Android,15-09-2024,12.887
2025-01-22,432,15,SH,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Google Android,15-09-2024,5.309
2025-01-22,433,15,SH,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Google Android,15-09-2024,0.464
2025-01-22,434,15,SH,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Google Android,15-09-2024,4.588
2025-01-22,Both_ID_1,11,RM,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Both,15-09-2024,7793.0
2025-01-22,Both_ID_2,11,RM,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Both,15-09-2024,91.428
2025-01-22,Both_ID_3,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Both,15-09-2024,32.295
2025-01-22,Both_ID_4,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Both,15-09-2024,42.049
2025-01-22,Both_ID_5,11,RM,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Both,15-09-2024,15.663
2025-01-22,Both_ID_6,11,RM,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Both,15-09-2024,0.873
2025-01-22,Both_ID_7,11,RM,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Both,15-09-2024,0.051
2025-01-22,Both_ID_8,11,RM,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Both,15-09-2024,0.218
2025-01-22,Both_ID_9,12,RTB,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Both,15-09-2024,2956.0
2025-01-22,Both_ID_10,12,RTB,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Both,15-09-2024,95.298
2025-01-22,Both_ID_11,12,RTB,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Both,15-09-2024,37.132
2025-01-22,Both_ID_12,12,RTB,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Both,15-09-2024,39.404
2025-01-22,Both_ID_13,12,RTB,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Both,15-09-2024,22.4
2025-01-22,Both_ID_14,12,RTB,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Both,15-09-2024,4.465
2025-01-22,Both_ID_15,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Both,15-09-2024,0.0
2025-01-22,Both_ID_16,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Both,15-09-2024,0.169
2025-01-22,Both_ID_17,15,SH,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Both,15-09-2024,5296.0
2025-01-22,Both_ID_18,15,SH,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Both,15-09-2024,9.366
2025-01-22,Both_ID_19,15,SH,SMART HELP,DR_SmartHelp - Result,Saw a Result,Both,15-09-2024,98.79
2025-01-22,Both_ID_20,15,SH,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Both,15-09-2024,90.612
2025-01-22,Both_ID_21,15,SH,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Both,15-09-2024,7.755
2025-01-22,Both_ID_22,15,SH,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Both,15-09-2024,1.224
2025-01-22,Both_ID_23,15,SH,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Both,15-09-2024,6.382
2025-01-22,Both_ID_24,15,SH,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Both,15-09-2024,56.401
2025-01-22,Both_ID_25,15,SH,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Both,15-09-2024,53.733
2025-01-22,Both_ID_26,15,SH,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Both,15-09-2024,18.681
2025-01-22,Both_ID_27,15,SH,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Both,15-09-2024,22.263
2025-01-22,Both_ID_28,15,SH,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Both,15-09-2024,5.424
2025-01-22,Both_ID_29,15,SH,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Both,15-09-2024,15.3
2025-01-22,Both_ID_30,15,SH,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Both,15-09-2024,14.199
2025-01-22,Both_ID_31,15,SH,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Both,15-09-2024,14.426
2025-01-22,Both_ID_32,15,SH,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Both,15-09-2024,4.079
2025-01-22,Both_ID_33,15,SH,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Both,15-09-2024,0.378
2025-01-22,Both_ID_34,15,SH,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Both,15-09-2024,4.362
2025-01-22,141,11,RM,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Apple iOS,16-09-2024,5066.0
2025-01-22,142,11,RM,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Apple iOS,16-09-2024,91.453
2025-01-22,143,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Apple iOS,16-09-2024,31.815
2025-01-22,144,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Apple iOS,16-09-2024,45.651
2025-01-22,145,11,RM,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Apple iOS,16-09-2024,15.023
2025-01-22,146,11,RM,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Apple iOS,16-09-2024,0.0
2025-01-22,147,11,RM,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Apple iOS,16-09-2024,0.0
2025-01-22,148,11,RM,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Apple iOS,16-09-2024,0.0
2025-01-22,149,12,RTB,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Apple iOS,16-09-2024,698.0
2025-01-22,150,12,RTB,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Apple iOS,16-09-2024,91.117
2025-01-22,151,12,RTB,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Apple iOS,16-09-2024,37.421
2025-01-22,152,12,RTB,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Apple iOS,16-09-2024,37.579
2025-01-22,153,12,RTB,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Apple iOS,16-09-2024,15.094
2025-01-22,154,12,RTB,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Apple iOS,16-09-2024,0.0
2025-01-22,155,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Apple iOS,16-09-2024,0.0
2025-01-22,156,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Apple iOS,16-09-2024,0.0
2025-01-22,183,15,SH,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Apple iOS,16-09-2024,3326.0
2025-01-22,184,15,SH,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Apple iOS,16-09-2024,6.224
2025-01-22,185,15,SH,SMART HELP,DR_SmartHelp - Result,Saw a Result,Apple iOS,16-09-2024,98.068
2025-01-22,186,15,SH,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Apple iOS,16-09-2024,60.099
2025-01-22,187,15,SH,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Apple iOS,16-09-2024,21.182
2025-01-22,188,15,SH,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Apple iOS,16-09-2024,10.345
2025-01-22,189,15,SH,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Apple iOS,16-09-2024,2.526
2025-01-22,190,15,SH,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Apple iOS,16-09-2024,55.652
2025-01-22,191,15,SH,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Apple iOS,16-09-2024,54.403
2025-01-22,192,15,SH,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Apple iOS,16-09-2024,16.586
2025-01-22,193,15,SH,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Apple iOS,16-09-2024,19.503
2025-01-22,194,15,SH,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Apple iOS,16-09-2024,4.16
2025-01-22,195,15,SH,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Apple iOS,16-09-2024,13.344
2025-01-22,196,15,SH,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Apple iOS,16-09-2024,19.002
2025-01-22,197,15,SH,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Apple iOS,16-09-2024,16.987
2025-01-22,198,15,SH,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Apple iOS,16-09-2024,0.812
2025-01-22,199,15,SH,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Apple iOS,16-09-2024,0.271
2025-01-22,200,15,SH,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Apple iOS,16-09-2024,2.766
2025-01-22,377,11,RM,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Google Android,16-09-2024,1680.0
2025-01-22,378,11,RM,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Google Android,16-09-2024,92.143
2025-01-22,379,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Google Android,16-09-2024,27.907
2025-01-22,380,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Google Android,16-09-2024,36.176
2025-01-22,381,11,RM,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Google Android,16-09-2024,13.566
2025-01-22,382,11,RM,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Google Android,16-09-2024,5.476
2025-01-22,383,11,RM,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Google Android,16-09-2024,0.298
2025-01-22,384,11,RM,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Google Android,16-09-2024,2.083
2025-01-22,385,12,RTB,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Google Android,16-09-2024,247.0
2025-01-22,386,12,RTB,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Google Android,16-09-2024,89.474
2025-01-22,387,12,RTB,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Google Android,16-09-2024,32.579
2025-01-22,388,12,RTB,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Google Android,16-09-2024,21.719
2025-01-22,389,12,RTB,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Google Android,16-09-2024,14.48
2025-01-22,390,12,RTB,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Google Android,16-09-2024,6.478
2025-01-22,391,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Google Android,16-09-2024,0.405
2025-01-22,392,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Google Android,16-09-2024,0.405
2025-01-22,417,15,SH,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Google Android,16-09-2024,1603.0
2025-01-22,418,15,SH,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Google Android,16-09-2024,6.987
2025-01-22,419,15,SH,SMART HELP,DR_SmartHelp - Result,Saw a Result,Google Android,16-09-2024,92.857
2025-01-22,420,15,SH,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Google Android,16-09-2024,62.5
2025-01-22,421,15,SH,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Google Android,16-09-2024,26.923
2025-01-22,422,15,SH,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Google Android,16-09-2024,6.731
2025-01-22,423,15,SH,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Google Android,16-09-2024,2.87
2025-01-22,424,15,SH,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Google Android,16-09-2024,50.717
2025-01-22,425,15,SH,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Google Android,16-09-2024,53.998
2025-01-22,426,15,SH,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Google Android,16-09-2024,13.038
2025-01-22,427,15,SH,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Google Android,16-09-2024,15.498
2025-01-22,428,15,SH,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Google Android,16-09-2024,2.952
2025-01-22,429,15,SH,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Google Android,16-09-2024,15.867
2025-01-22,430,15,SH,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Google Android,16-09-2024,16.22
2025-01-22,431,15,SH,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Google Android,16-09-2024,15.658
2025-01-22,432,15,SH,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Google Android,16-09-2024,0.936
2025-01-22,433,15,SH,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Google Android,16-09-2024,0.062
2025-01-22,434,15,SH,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Google Android,16-09-2024,2.932
2025-01-22,Both_ID_1,11,RM,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Both,16-09-2024,6746.0
2025-01-22,Both_ID_2,11,RM,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Both,16-09-2024,91.625
2025-01-22,Both_ID_3,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Both,16-09-2024,30.836
2025-01-22,Both_ID_4,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Both,16-09-2024,43.278
2025-01-22,Both_ID_5,11,RM,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Both,16-09-2024,14.658
2025-01-22,Both_ID_6,11,RM,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Both,16-09-2024,1.364
2025-01-22,Both_ID_7,11,RM,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Both,16-09-2024,0.074
2025-01-22,Both_ID_8,11,RM,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Both,16-09-2024,0.519
2025-01-22,Both_ID_9,12,RTB,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Both,16-09-2024,945.0
2025-01-22,Both_ID_10,12,RTB,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Both,16-09-2024,90.688
2025-01-22,Both_ID_11,12,RTB,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Both,16-09-2024,36.173
2025-01-22,Both_ID_12,12,RTB,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Both,16-09-2024,33.489
2025-01-22,Both_ID_13,12,RTB,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Both,16-09-2024,14.936
2025-01-22,Both_ID_14,12,RTB,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Both,16-09-2024,1.693
2025-01-22,Both_ID_15,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Both,16-09-2024,0.106
2025-01-22,Both_ID_16,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Both,16-09-2024,0.106
2025-01-22,Both_ID_17,15,SH,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Both,16-09-2024,4929.0
2025-01-22,Both_ID_18,15,SH,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Both,16-09-2024,6.472
2025-01-22,Both_ID_19,15,SH,SMART HELP,DR_SmartHelp - Result,Saw a Result,Both,16-09-2024,96.238
2025-01-22,Both_ID_20,15,SH,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Both,16-09-2024,60.912
2025-01-22,Both_ID_21,15,SH,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Both,16-09-2024,23.127
2025-01-22,Both_ID_22,15,SH,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Both,16-09-2024,9.121
2025-01-22,Both_ID_23,15,SH,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Both,16-09-2024,2.637
2025-01-22,Both_ID_24,15,SH,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Both,16-09-2024,54.047
2025-01-22,Both_ID_25,15,SH,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Both,16-09-2024,54.279
2025-01-22,Both_ID_26,15,SH,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Both,16-09-2024,15.503
2025-01-22,Both_ID_27,15,SH,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Both,16-09-2024,18.281
2025-01-22,Both_ID_28,15,SH,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Both,16-09-2024,3.791
2025-01-22,Both_ID_29,15,SH,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Both,16-09-2024,14.114
2025-01-22,Both_ID_30,15,SH,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Both,16-09-2024,18.097
2025-01-22,Both_ID_31,15,SH,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Both,16-09-2024,16.555
2025-01-22,Both_ID_32,15,SH,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Both,16-09-2024,0.852
2025-01-22,Both_ID_33,15,SH,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Both,16-09-2024,0.203
2025-01-22,Both_ID_34,15,SH,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Both,16-09-2024,2.82
2025-01-22,141,11,RM,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Apple iOS,17-09-2024,4975.0
2025-01-22,142,11,RM,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Apple iOS,17-09-2024,90.231
