"containment_metric_id","primary_intent","primary_intent_detail","sub_contact_id","selfservice_containment","initial_channel","lob","contact_dt","containment_rate","hs_feature_name","cont_display_metric_name","create_dt"
"2","Equipment Support","PnP","1762","1522","CoxApp","R","2024-09-19","86.38","SMART HELP","PnP_containment_rate","2025-02-19"
"36","General Support","Mobile App","4","4","CoxApp","R","2024-09-19","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"55","Internet Support","Speedtest","5","5","CoxApp","R","2024-09-19","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"34","General Support","Complaint/Escalation","4","0","CoxApp","R","2024-09-19","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"40","Equipment Support","Device Swap","4","1","CoxApp","R","2024-09-19","25.0","S UPPORT","Support_containment_rate","2025-02-19"
"60","Mobile Support","Mobile Protection Plan","6","0","CoxApp","R","2024-09-19","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"33","General Support","All Service Interruption","1905","1851","CoxApp","R","2024-09-18","97.17","S UPPORT","Support_containment_rate","2025-02-19"
"70","TV Support","TV Mobile App","165","165","CoxApp","R","2024-09-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"68","TV Support","TV General Inquiry","13","13","CoxApp","R","2024-09-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"9","Billing","Payment Arrangement","2606","2508","CoxApp","R","2024-09-18","96.24","BIL LING","Billing_containment_rate","2025-02-19"
"2","Equipment Support","PnP","1905","1678","CoxApp","R","2024-09-18","88.08","SMART HELP","PnP_containment_rate","2025-02-19"
"59","Mobile Support","Mobile General Support","365","361","CoxApp","R","2024-09-18","98.9","S UPPORT","Support_containment_rate","2025-02-19"
"74","Security Support","Security General Inquiry","26","22","CoxApp","R","2024-09-18","84.62","S UPPORT","Support_containment_rate","2025-02-19"
"72","TV Support","TV Service Quality","3","0","CoxApp","R","2024-09-18","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"54","Internet Support","Manage Equipment","2","2","CoxApp","R","2024-09-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"20","Account Settings","Privacy","5","4","CoxApp","R","2024-09-18","80.0","LOG IN","Login_containment_rate","2025-02-19"
"73","Security Support","Security Features","1","1","CoxApp","R","2024-09-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"3","Billing","Billing Concern","1504","1281","CoxApp","R","2024-09-18","85.17","BIL LING","Billing_containment_rate","2025-02-19"
"18","Account Settings","Identity Management - Users","2930","2887","CoxApp","R","2024-09-18","98.53","LOG IN","Login_containment_rate","2025-02-19"
"24","Manage Services","Disconnect/Downgrade","142","92","CoxApp","R","2024-09-18","64.79","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"63","Phone Support","Phone General Support","57","56","CoxApp","R","2024-09-18","98.25","S UPPORT","Support_containment_rate","2025-02-19"
"7","Billing","Non-Pay Suspension/Disconnect","2283","2202","CoxApp","R","2024-09-18","96.45","BIL LING","Billing_containment_rate","2025-02-19"
"35","General Support","General Inquiry","804","795","CoxApp","R","2024-09-18","98.88","S UPPORT","Support_containment_rate","2025-02-19"
"69","TV Support","TV General Support","123","122","CoxApp","R","2024-09-18","99.19","S UPPORT","Support_containment_rate","2025-02-19"
"42","Equipment Support","Internet Pods","29","27","CoxApp","R","2024-09-18","93.1","S UPPORT","Support_containment_rate","2025-02-19"
"21","Equipment Support","Add/Upgrade","3","2","CoxApp","R","2024-09-18","66.67","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Equipment Support","Add/Upgrade","3","2","CoxApp","R","2024-09-18","66.67","S UPPORT","Support_containment_rate","2025-02-19"
"34","General Support","Complaint/Escalation","9","0","CoxApp","R","2024-09-18","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"36","General Support","Mobile App","4","4","CoxApp","R","2024-09-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"13","Billing","Usage Inquiry","11652","11547","CoxApp","R","2024-09-18","99.1","BIL LING","Billing_containment_rate","2025-02-19"
"14","Billing","Usage Inquiry","11652","11547","CoxApp","R","2024-09-18","99.1","DATA USAGE","Datausage_containment_rate","2025-02-19"
"12","Billing","Statement Inquiry","1756","1726","CoxApp","R","2024-09-18","98.29","BIL LING","Billing_containment_rate","2025-02-19"
"53","Internet Support","Internet Service Quality","20","14","CoxApp","R","2024-09-18","70.0","S UPPORT","Support_containment_rate","2025-02-19"
"4","Billing","Billing General","22546","22427","CoxApp","R","2024-09-18","99.47","BIL LING","Billing_containment_rate","2025-02-19"
"26","Equipment Support","None","41","38","CoxApp","R","2024-09-18","92.68","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Equipment Support","None","41","38","CoxApp","R","2024-09-18","92.68","S UPPORT","Support_containment_rate","2025-02-19"
"25","Manage Services","Move Address","668","491","CoxApp","R","2024-09-18","73.5","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"15","Account Settings","Access/Authenticate","67","66","CoxApp","R","2024-09-18","98.51","LOG IN","Login_containment_rate","2025-02-19"
"17","Account Settings","Identity Management - Profile","1549","1501","CoxApp","R","2024-09-18","96.9","LOG IN","Login_containment_rate","2025-02-19"
"52","Internet Support","Internet Service Interruption","250","197","CoxApp","R","2024-09-18","78.8","S UPPORT","Support_containment_rate","2025-02-19"
"50","Internet Support","Internet General Support","1390","1370","CoxApp","R","2024-09-18","98.56","S UPPORT","Support_containment_rate","2025-02-19"
"16","Account Settings","Contact Preferences","3","3","CoxApp","R","2024-09-18","100.0","LOG IN","Login_containment_rate","2025-02-19"
"55","Internet Support","Speedtest","7","7","CoxApp","R","2024-09-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"41","Equipment Support","Equipment Return","6","6","CoxApp","R","2024-09-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"40","Equipment Support","Device Swap","6","0","CoxApp","R","2024-09-18","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"31","Manage Services","Restart/Reconnect Service","1","0","CoxApp","R","2024-09-18","0.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"60","Mobile Support","Mobile Protection Plan","9","1","CoxApp","R","2024-09-18","11.11","S UPPORT","Support_containment_rate","2025-02-19"
"75","Security Support","Security General Support","1","1","CoxApp","R","2024-09-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"6","Billing","EasyPay","1025","997","CoxApp","R","2024-09-18","97.27","BIL LING","Billing_containment_rate","2025-02-19"
"1","Equipment Support","SmartHelp","1378","1301","CoxApp","R","2024-09-18","94.41","SMART HELP","Smarthelp_containment_rate","2025-02-19"
"62","Phone Support","Phone Features","97","97","CoxApp","R","2024-09-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"51","Internet Support","Internet Mobile App","1890","1872","CoxApp","R","2024-09-18","99.05","S UPPORT","Support_containment_rate","2025-02-19"
"45","Equipment Support","Reboot","4739","4621","CoxApp","R","2024-09-18","97.51","S UPPORT","Support_containment_rate","2025-02-19"
"11","Billing","Payment Method","275","273","CoxApp","R","2024-09-18","99.27","BIL LING","Billing_containment_rate","2025-02-19"
"30","Manage Services","Repackage","986","882","CoxApp","R","2024-09-18","89.45","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"27","Manage Services","Offer/Deal Inquiry","735","689","CoxApp","R","2024-09-18","93.74","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"26","Manage Services","None","99","95","CoxApp","R","2024-09-18","95.96","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Manage Services","None","99","95","CoxApp","R","2024-09-18","95.96","S UPPORT","Support_containment_rate","2025-02-19"
"49","Internet Support","Internet General Inquiry","1","1","CoxApp","R","2024-09-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"64","Phone Support","Phone Service Interruption","1","0","CoxApp","R","2024-09-18","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"5","Billing","Billing Preferences","252","244","CoxApp","R","2024-09-18","96.83","BIL LING","Billing_containment_rate","2025-02-19"
"48","Internet Support","Internet Features","733","722","CoxApp","R","2024-09-18","98.5","S UPPORT","Support_containment_rate","2025-02-19"
"23","Manage Services","Cox Complete Care","26","20","CoxApp","R","2024-09-18","76.92","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"8","Billing","Pay Bill","23639","23457","CoxApp","R","2024-09-18","99.23","BIL LING","Billing_containment_rate","2025-02-19"
"21","Manage Services","Add/Upgrade","1967","1819","CoxApp","R","2024-09-18","92.48","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Manage Services","Add/Upgrade","1967","1819","CoxApp","R","2024-09-18","92.48","S UPPORT","Support_containment_rate","2025-02-19"
"76","Security Support","Security Mobile App","40","39","CoxApp","R","2024-09-18","97.5","S UPPORT","Support_containment_rate","2025-02-19"
"58","Mobile Support","Mobile General Inquiry","90","89","CoxApp","R","2024-09-18","98.89","S UPPORT","Support_containment_rate","2025-02-19"
"10","Billing","Payment Concerns","1","0","CoxApp","R","2024-09-18","0.0","BIL LING","Billing_containment_rate","2025-02-19"
"71","TV Support","TV Service Interruption","2","2","CoxApp","R","2024-09-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"67","TV Support","TV Features","3","3","CoxApp","R","2024-09-18","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"9","Billing","Payment Arrangement","2596","2511","CoxApp","R","2024-09-17","96.73","BIL LING","Billing_containment_rate","2025-02-19"
"58","Mobile Support","Mobile General Inquiry","83","80","CoxApp","R","2024-09-17","96.39","S UPPORT","Support_containment_rate","2025-02-19"
"21","Equipment Support","Add/Upgrade","10","9","CoxApp","R","2024-09-17","90.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Equipment Support","Add/Upgrade","10","9","CoxApp","R","2024-09-17","90.0","S UPPORT","Support_containment_rate","2025-02-19"
"26","Equipment Support","None","24","23","CoxApp","R","2024-09-17","95.83","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Equipment Support","None","24","23","CoxApp","R","2024-09-17","95.83","S UPPORT","Support_containment_rate","2025-02-19"
"5","Billing","Billing Preferences","244","237","CoxApp","R","2024-09-17","97.13","BIL LING","Billing_containment_rate","2025-02-19"
"6","Billing","EasyPay","1057","1043","CoxApp","R","2024-09-17","98.68","BIL LING","Billing_containment_rate","2025-02-19"
"70","TV Support","TV Mobile App","172","171","CoxApp","R","2024-09-17","99.42","S UPPORT","Support_containment_rate","2025-02-19"
"53","Internet Support","Internet Service Quality","10","4","CoxApp","R","2024-09-17","40.0","S UPPORT","Support_containment_rate","2025-02-19"
"31","Manage Services","Restart/Reconnect Service","2","0","CoxApp","R","2024-09-17","0.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"36","General Support","Mobile App","3","3","CoxApp","R","2024-09-17","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"40","Equipment Support","Device Swap","6","0","CoxApp","R","2024-09-17","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"64","Phone Support","Phone Service Interruption","1","0","CoxApp","R","2024-09-17","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"4","Billing","Billing General","20917","20787","CoxApp","R","2024-09-17","99.38","BIL LING","Billing_containment_rate","2025-02-19"
"12","Billing","Statement Inquiry","1608","1578","CoxApp","R","2024-09-17","98.13","BIL LING","Billing_containment_rate","2025-02-19"
"1","Equipment Support","SmartHelp","1351","1246","CoxApp","R","2024-09-17","92.23","SMART HELP","Smarthelp_containment_rate","2025-02-19"
"50","Internet Support","Internet General Support","1364","1337","CoxApp","R","2024-09-17","98.02","S UPPORT","Support_containment_rate","2025-02-19"
"24","Manage Services","Disconnect/Downgrade","138","104","CoxApp","R","2024-09-17","75.36","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"26","Manage Services","None","105","97","CoxApp","R","2024-09-17","92.38","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Manage Services","None","105","97","CoxApp","R","2024-09-17","92.38","S UPPORT","Support_containment_rate","2025-02-19"
"42","Equipment Support","Internet Pods","37","36","CoxApp","R","2024-09-17","97.3","S UPPORT","Support_containment_rate","2025-02-19"
"10","Billing","Payment Concerns","2","0","CoxApp","R","2024-09-17","0.0","BIL LING","Billing_containment_rate","2025-02-19"
"20","Account Settings","Privacy","1","1","CoxApp","R","2024-09-17","100.0","LOG IN","Login_containment_rate","2025-02-19"
"72","TV Support","TV Service Quality","1","0","CoxApp","R","2024-09-17","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"49","Internet Support","Internet General Inquiry","1","1","CoxApp","R","2024-09-17","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"17","Account Settings","Identity Management - Profile","1630","1563","CoxApp","R","2024-09-17","95.89","LOG IN","Login_containment_rate","2025-02-19"
"35","General Support","General Inquiry","820","809","CoxApp","R","2024-09-17","98.66","S UPPORT","Support_containment_rate","2025-02-19"
"71","TV Support","TV Service Interruption","1","0","CoxApp","R","2024-09-17","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"23","Manage Services","Cox Complete Care","30","25","CoxApp","R","2024-09-17","83.33","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"3","Billing","Billing Concern","1397","1194","CoxApp","R","2024-09-17","85.47","BIL LING","Billing_containment_rate","2025-02-19"
"62","Phone Support","Phone Features","81","80","CoxApp","R","2024-09-17","98.77","S UPPORT","Support_containment_rate","2025-02-19"
"8","Billing","Pay Bill","19994","19810","CoxApp","R","2024-09-17","99.08","BIL LING","Billing_containment_rate","2025-02-19"
"25","Manage Services","Move Address","648","477","CoxApp","R","2024-09-17","73.61","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"67","TV Support","TV Features","5","4","CoxApp","R","2024-09-17","80.0","S UPPORT","Support_containment_rate","2025-02-19"
"68","TV Support","TV General Inquiry","31","31","CoxApp","R","2024-09-17","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"52","Internet Support","Internet Service Interruption","236","184","CoxApp","R","2024-09-17","77.97","S UPPORT","Support_containment_rate","2025-02-19"
"69","TV Support","TV General Support","114","111","CoxApp","R","2024-09-17","97.37","S UPPORT","Support_containment_rate","2025-02-19"
"55","Internet Support","Speedtest","11","11","CoxApp","R","2024-09-17","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"76","Security Support","Security Mobile App","32","31","CoxApp","R","2024-09-17","96.88","S UPPORT","Support_containment_rate","2025-02-19"
"7","Billing","Non-Pay Suspension/Disconnect","2666","2532","CoxApp","R","2024-09-17","94.97","BIL LING","Billing_containment_rate","2025-02-19"
"27","Manage Services","Offer/Deal Inquiry","742","688","CoxApp","R","2024-09-17","92.72","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"59","Mobile Support","Mobile General Support","349","346","CoxApp","R","2024-09-17","99.14","S UPPORT","Support_containment_rate","2025-02-19"
"30","Manage Services","Repackage","855","759","CoxApp","R","2024-09-17","88.77","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"21","Manage Services","Add/Upgrade","1855","1715","CoxApp","R","2024-09-17","92.45","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Manage Services","Add/Upgrade","1855","1715","CoxApp","R","2024-09-17","92.45","S UPPORT","Support_containment_rate","2025-02-19"
"63","Phone Support","Phone General Support","48","46","CoxApp","R","2024-09-17","95.83","S UPPORT","Support_containment_rate","2025-02-19"
"41","Equipment Support","Equipment Return","3","3","CoxApp","R","2024-09-17","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"73","Security Support","Security Features","2","1","CoxApp","R","2024-09-17","50.0","S UPPORT","Support_containment_rate","2025-02-19"
"2","Equipment Support","PnP","1792","1550","CoxApp","R","2024-09-17","86.5","SMART HELP","PnP_containment_rate","2025-02-19"
"45","Equipment Support","Reboot","4465","4338","CoxApp","R","2024-09-17","97.16","S UPPORT","Support_containment_rate","2025-02-19"
"18","Account Settings","Identity Management - Users","2973","2939","CoxApp","R","2024-09-17","98.86","LOG IN","Login_containment_rate","2025-02-19"
"33","General Support","All Service Interruption","1658","1594","CoxApp","R","2024-09-17","96.14","S UPPORT","Support_containment_rate","2025-02-19"
"51","Internet Support","Internet Mobile App","1756","1745","CoxApp","R","2024-09-17","99.37","S UPPORT","Support_containment_rate","2025-02-19"
"11","Billing","Payment Method","265","263","CoxApp","R","2024-09-17","99.25","BIL LING","Billing_containment_rate","2025-02-19"
"13","Billing","Usage Inquiry","10922","10809","CoxApp","R","2024-09-17","98.97","BIL LING","Billing_containment_rate","2025-02-19"
"14","Billing","Usage Inquiry","10922","10809","CoxApp","R","2024-09-17","98.97","DATA USAGE","Datausage_containment_rate","2025-02-19"
"48","Internet Support","Internet Features","650","639","CoxApp","R","2024-09-17","98.31","S UPPORT","Support_containment_rate","2025-02-19"
"15","Account Settings","Access/Authenticate","64","63","CoxApp","R","2024-09-17","98.44","LOG IN","Login_containment_rate","2025-02-19"
"74","Security Support","Security General Inquiry","25","23","CoxApp","R","2024-09-17","92.0","S UPPORT","Support_containment_rate","2025-02-19"
"60","Mobile Support","Mobile Protection Plan","9","0","CoxApp","R","2024-09-17","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"34","General Support","Complaint/Escalation","5","0","CoxApp","R","2024-09-17","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"54","Internet Support","Manage Equipment","1","1","CoxApp","R","2024-09-17","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"51","Internet Support","Internet Mobile App","1892","1881","CoxApp","R","2024-09-16","99.42","S UPPORT","Support_containment_rate","2025-02-19"
"17","Account Settings","Identity Management - Profile","1686","1624","CoxApp","R","2024-09-16","96.32","LOG IN","Login_containment_rate","2025-02-19"
"12","Billing","Statement Inquiry","1810","1767","CoxApp","R","2024-09-16","97.62","BIL LING","Billing_containment_rate","2025-02-19"
"69","TV Support","TV General Support","108","105","CoxApp","R","2024-09-16","97.22","S UPPORT","Support_containment_rate","2025-02-19"
"60","Mobile Support","Mobile Protection Plan","9","2","CoxApp","R","2024-09-16","22.22","S UPPORT","Support_containment_rate","2025-02-19"
"64","Phone Support","Phone Service Interruption","2","0","CoxApp","R","2024-09-16","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"73","Security Support","Security Features","1","1","CoxApp","R","2024-09-16","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"78","Security Support","Security Service Quality","1","0","CoxApp","R","2024-09-16","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"13","Billing","Usage Inquiry","12005","11886","CoxApp","R","2024-09-16","99.01","BIL LING","Billing_containment_rate","2025-02-19"
"14","Billing","Usage Inquiry","12005","11886","CoxApp","R","2024-09-16","99.01","DATA USAGE","Datausage_containment_rate","2025-02-19"
"58","Mobile Support","Mobile General Inquiry","98","98","CoxApp","R","2024-09-16","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"30","Manage Services","Repackage","1081","973","CoxApp","R","2024-09-16","90.01","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"50","Internet Support","Internet General Support","1400","1370","CoxApp","R","2024-09-16","97.86","S UPPORT","Support_containment_rate","2025-02-19"
"74","Security Support","Security General Inquiry","29","24","CoxApp","R","2024-09-16","82.76","S UPPORT","Support_containment_rate","2025-02-19"
"52","Internet Support","Internet Service Interruption","288","221","CoxApp","R","2024-09-16","76.74","S UPPORT","Support_containment_rate","2025-02-19"
"23","Manage Services","Cox Complete Care","27","22","CoxApp","R","2024-09-16","81.48","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"9","Billing","Payment Arrangement","2874","2772","CoxApp","R","2024-09-16","96.45","BIL LING","Billing_containment_rate","2025-02-19"
"5","Billing","Billing Preferences","230","223","CoxApp","R","2024-09-16","96.96","BIL LING","Billing_containment_rate","2025-02-19"
"25","Manage Services","Move Address","743","551","CoxApp","R","2024-09-16","74.16","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"34","General Support","Complaint/Escalation","5","0","CoxApp","R","2024-09-16","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"10","Billing","Payment Concerns","4","0","CoxApp","R","2024-09-16","0.0","BIL LING","Billing_containment_rate","2025-02-19"
"55","Internet Support","Speedtest","10","10","CoxApp","R","2024-09-16","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"41","Equipment Support","Equipment Return","7","6","CoxApp","R","2024-09-16","85.71","S UPPORT","Support_containment_rate","2025-02-19"
"6","Billing","EasyPay","1193","1183","CoxApp","R","2024-09-16","99.16","BIL LING","Billing_containment_rate","2025-02-19"
"26","Manage Services","None","108","106","CoxApp","R","2024-09-16","98.15","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Manage Services","None","108","106","CoxApp","R","2024-09-16","98.15","S UPPORT","Support_containment_rate","2025-02-19"
"11","Billing","Payment Method","305","298","CoxApp","R","2024-09-16","97.7","BIL LING","Billing_containment_rate","2025-02-19"
"26","Equipment Support","None","32","28","CoxApp","R","2024-09-16","87.5","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Equipment Support","None","32","28","CoxApp","R","2024-09-16","87.5","S UPPORT","Support_containment_rate","2025-02-19"
"48","Internet Support","Internet Features","708","688","CoxApp","R","2024-09-16","97.18","S UPPORT","Support_containment_rate","2025-02-19"
"62","Phone Support","Phone Features","84","83","CoxApp","R","2024-09-16","98.81","S UPPORT","Support_containment_rate","2025-02-19"
"42","Equipment Support","Internet Pods","33","30","CoxApp","R","2024-09-16","90.91","S UPPORT","Support_containment_rate","2025-02-19"
"36","General Support","Mobile App","4","4","CoxApp","R","2024-09-16","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"21","Manage Services","Add/Upgrade","1841","1699","CoxApp","R","2024-09-16","92.29","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Manage Services","Add/Upgrade","1841","1699","CoxApp","R","2024-09-16","92.29","S UPPORT","Support_containment_rate","2025-02-19"
"1","Equipment Support","SmartHelp","1539","1433","CoxApp","R","2024-09-16","93.11","SMART HELP","Smarthelp_containment_rate","2025-02-19"
"24","Manage Services","Disconnect/Downgrade","158","109","CoxApp","R","2024-09-16","68.99","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"59","Mobile Support","Mobile General Support","401","397","CoxApp","R","2024-09-16","99.0","S UPPORT","Support_containment_rate","2025-02-19"
"40","Equipment Support","Device Swap","4","0","CoxApp","R","2024-09-16","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"20","Account Settings","Privacy","3","3","CoxApp","R","2024-09-16","100.0","LOG IN","Login_containment_rate","2025-02-19"
"75","Security Support","Security General Support","1","1","CoxApp","R","2024-09-16","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"31","Manage Services","Restart/Reconnect Service","4","0","CoxApp","R","2024-09-16","0.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"4","Billing","Billing General","21924","21796","CoxApp","R","2024-09-16","99.42","BIL LING","Billing_containment_rate","2025-02-19"
"45","Equipment Support","Reboot","4714","4579","CoxApp","R","2024-09-16","97.14","S UPPORT","Support_containment_rate","2025-02-19"
"33","General Support","All Service Interruption","2115","2037","CoxApp","R","2024-09-16","96.31","S UPPORT","Support_containment_rate","2025-02-19"
"63","Phone Support","Phone General Support","53","51","CoxApp","R","2024-09-16","96.23","S UPPORT","Support_containment_rate","2025-02-19"
"35","General Support","General Inquiry","912","900","CoxApp","R","2024-09-16","98.68","S UPPORT","Support_containment_rate","2025-02-19"
"76","Security Support","Security Mobile App","34","30","CoxApp","R","2024-09-16","88.24","S UPPORT","Support_containment_rate","2025-02-19"
"16","Account Settings","Contact Preferences","1","1","CoxApp","R","2024-09-16","100.0","LOG IN","Login_containment_rate","2025-02-19"
"27","Manage Services","Offer/Deal Inquiry","782","725","CoxApp","R","2024-09-16","92.71","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"72","TV Support","TV Service Quality","2","0","CoxApp","R","2024-09-16","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"2","Equipment Support","PnP","1851","1622","CoxApp","R","2024-09-16","87.63","SMART HELP","PnP_containment_rate","2025-02-19"
"3","Billing","Billing Concern","1432","1206","CoxApp","R","2024-09-16","84.22","BIL LING","Billing_containment_rate","2025-02-19"
"70","TV Support","TV Mobile App","156","156","CoxApp","R","2024-09-16","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"67","TV Support","TV Features","5","3","CoxApp","R","2024-09-16","60.0","S UPPORT","Support_containment_rate","2025-02-19"
"15","Account Settings","Access/Authenticate","62","62","CoxApp","R","2024-09-16","100.0","LOG IN","Login_containment_rate","2025-02-19"
"49","Internet Support","Internet General Inquiry","1","1","CoxApp","R","2024-09-16","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"53","Internet Support","Internet Service Quality","21","14","CoxApp","R","2024-09-16","66.67","S UPPORT","Support_containment_rate","2025-02-19"
"8","Billing","Pay Bill","22014","21827","CoxApp","R","2024-09-16","99.15","BIL LING","Billing_containment_rate","2025-02-19"
"7","Billing","Non-Pay Suspension/Disconnect","1869","1789","CoxApp","R","2024-09-16","95.72","BIL LING","Billing_containment_rate","2025-02-19"
"18","Account Settings","Identity Management - Users","2915","2871","CoxApp","R","2024-09-16","98.49","LOG IN","Login_containment_rate","2025-02-19"
"21","Equipment Support","Add/Upgrade","6","6","CoxApp","R","2024-09-16","100.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Equipment Support","Add/Upgrade","6","6","CoxApp","R","2024-09-16","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"68","TV Support","TV General Inquiry","22","22","CoxApp","R","2024-09-16","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"45","Equipment Support","Reboot","6233","6077","CoxApp","R","2024-09-15","97.5","S UPPORT","Support_containment_rate","2025-02-19"
"33","General Support","All Service Interruption","2038","1978","CoxApp","R","2024-09-15","97.06","S UPPORT","Support_containment_rate","2025-02-19"
"48","Internet Support","Internet Features","667","663","CoxApp","R","2024-09-15","99.4","S UPPORT","Support_containment_rate","2025-02-19"
"71","TV Support","TV Service Interruption","2","2","CoxApp","R","2024-09-15","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"2","Equipment Support","PnP","1872","1704","CoxApp","R","2024-09-15","91.03","SMART HELP","PnP_containment_rate","2025-02-19"
"25","Manage Services","Move Address","445","406","CoxApp","R","2024-09-15","91.24","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"62","Phone Support","Phone Features","55","55","CoxApp","R","2024-09-15","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"21","Manage Services","Add/Upgrade","1842","1769","CoxApp","R","2024-09-15","96.04","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Manage Services","Add/Upgrade","1842","1769","CoxApp","R","2024-09-15","96.04","S UPPORT","Support_containment_rate","2025-02-19"
"17","Account Settings","Identity Management - Profile","1350","1337","CoxApp","R","2024-09-15","99.04","LOG IN","Login_containment_rate","2025-02-19"
"72","TV Support","TV Service Quality","1","0","CoxApp","R","2024-09-15","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"34","General Support","Complaint/Escalation","5","0","CoxApp","R","2024-09-15","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"8","Billing","Pay Bill","17935","17892","CoxApp","R","2024-09-15","99.76","BIL LING","Billing_containment_rate","2025-02-19"
"3","Billing","Billing Concern","1101","1042","CoxApp","R","2024-09-15","94.64","BIL LING","Billing_containment_rate","2025-02-19"
"24","Manage Services","Disconnect/Downgrade","107","96","CoxApp","R","2024-09-15","89.72","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"26","Manage Services","None","81","77","CoxApp","R","2024-09-15","95.06","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Manage Services","None","81","77","CoxApp","R","2024-09-15","95.06","S UPPORT","Support_containment_rate","2025-02-19"
