"channel_group","month_end","activity","accounts changed target","net revenue target","compl_psu_conn_target"
"Cox Owned - Retail","10/1/19","Transfer","4184","-29827.07","52156"
"Cox Owned - Retail","10/1/19","Upgrade","7293","238576.93","52156"
"Cox Owned - Retail","10/1/19","Uptier","24631","498980.81","52156"
"Cox Owned - Retail","11/1/19","Disconnect","17401","-2080586.01","48088"
"Cox Owned - Retail","11/1/19","Downgrade","14671","-814490.17","48088"
"Cox Owned - Retail","11/1/19","Downtier","28941","-787188.4","48088"
"Cox Owned - Retail","11/1/19","New Connect","23168","1943016.33","48088"
"Cox Owned - Retail","11/1/19","Transfer","3858","-28911.71","48088"
"Cox Owned - Retail","11/1/19","Upgrade","6823","198011.59","48088"
"Cox Owned - Retail","11/1/19","Uptier","22224","420998.42","48088"
"Cox Owned - Retail","12/1/19","Disconnect","18884","-2222938.95","44003"
"Cox Owned - Retail","12/1/19","Downgrade","14742","-864707.95","44003"
"Cox Owned - Retail","12/1/19","Downtier","33610","-860764.7","44003"
"Cox Owned - Retail","12/1/19","New Connect","23279","1804007.55","44003"
"Cox Owned - Retail","12/1/19","Transfer","3649","-27298.93","44003"
"Cox Owned - Retail","12/1/19","Upgrade","6500","168717.51","44003"
"Cox Owned - Retail","12/1/19","Uptier","22492","439224.17","44003"
"Cox Owned - Retail","1/1/20","Disconnect","20562","-2488548.25","48137"
"Cox Owned - Retail","1/1/20","Downgrade","18866","-1212334.61","48137"
"Cox Owned - Retail","1/1/20","Downtier","40997","-1138971.21","48137"
"Cox Owned - Retail","1/1/20","New Connect","23691","1966388.25","48137"
"Cox Owned - Retail","1/1/20","Transfer","3423","-24526.46","48137"
"Cox Owned - Retail","1/1/20","Upgrade","7211","168362.98","48137"
"Cox Owned - Retail","1/1/20","Uptier","22534","461164.7","48137"
"Cox Owned - Retail","2/1/20","Disconnect","18896","-2306505.57","43331"
"Cox Owned - Retail","2/1/20","Downgrade","15400","-1025818.3","43331"
"Cox Owned - Retail","2/1/20","Downtier","36701","-1048574.5","43331"
"Cox Owned - Retail","2/1/20","New Connect","21812","1811502.18","43331"
"Cox Owned - Retail","2/1/20","Transfer","3513","-27732.4","43331"
"Cox Owned - Retail","2/1/20","Upgrade","6365","129653.87","43331"
"Cox Owned - Retail","2/1/20","Uptier","19367","400382.68","43331"
"Cox Owned - Retail","3/1/20","Disconnect","21186","-2469819.81","48469"
"Cox Owned - Retail","3/1/20","Downgrade","12375","-824200.06","48469"
"Cox Owned - Retail","3/1/20","Downtier","29335","-887953.84","48469"
"Cox Owned - Retail","3/1/20","New Connect","28648","2181834.4","48469"
"Cox Owned - Retail","3/1/20","Transfer","3757","-25216.81","48469"
"Cox Owned - Retail","3/1/20","Upgrade","6143","148596.18","48469"
"Cox Owned - Retail","3/1/20","Uptier","18345","426391.25","48469"
"Cox Owned - Retail","4/1/20","Disconnect","12775","-1399624.59","29546"
"Cox Owned - Retail","4/1/20","Downgrade","6902","-437521.82","29546"
"Cox Owned - Retail","4/1/20","Downtier","17421","-517249.41","29546"
"Cox Owned - Retail","4/1/20","New Connect","20083","1394264.03","29546"
"Cox Owned - Retail","4/1/20","Transfer","2402","-18443.62","29546"
"Cox Owned - Retail","4/1/20","Upgrade","3175","105247.15","29546"
"Cox Owned - Retail","4/1/20","Uptier","13716","280431.31","29546"
"Cox Owned - Retail","5/1/20","Disconnect","13817","-1508468.86","26252"
"Cox Owned - Retail","5/1/20","Downgrade","7304","-475170.43","26252"
"Cox Owned - Retail","5/1/20","Downtier","18996","-571591.76","26252"
"Cox Owned - Retail","5/1/20","New Connect","16419","1197429.53","26252"
"Cox Owned - Retail","5/1/20","Transfer","2543","-28952.44","26252"
"Cox Owned - Retail","5/1/20","Upgrade","3155","98622.91","26252"
"Cox Owned - Retail","5/1/20","Uptier","13298","259003","26252"
"Cox Owned - Retail","6/1/20","Disconnect","20135","-2250850.67","38706"
"Cox Owned - Retail","6/1/20","Downgrade","9877","-657497.36","38706"
"Cox Owned - Retail","6/1/20","Downtier","26280","-768163.62","38706"
"Cox Owned - Retail","6/1/20","New Connect","24328","1820602.44","38706"
"Cox Owned - Retail","6/1/20","Transfer","4161","-24760.13","38706"
"Cox Owned - Retail","6/1/20","Upgrade","5449","152912.48","38706"
"Cox Owned - Retail","6/1/20","Uptier","19053","349591.52","38706"
"Cox Owned - Retail","7/1/20","Disconnect","21658","-2426555.87","43656"
"Cox Owned - Retail","7/1/20","Downgrade","10313","-701254.99","43656"
"Cox Owned - Retail","7/1/20","Downtier","27830","-808079.15","43656"
"Cox Owned - Retail","7/1/20","New Connect","26797","2060260.84","43656"
"Cox Owned - Retail","7/1/20","Transfer","4799","-8838.31","43656"
"Cox Owned - Retail","7/1/20","Upgrade","6222","177515.6","43656"
"Cox Owned - Retail","7/1/20","Uptier","20139","373861.14","43656"
"Cox Owned - Retail","8/1/20","Disconnect","22516","-2521495.92","49287"
"Cox Owned - Retail","8/1/20","Downgrade","11444","-775588.8","49287"
"Cox Owned - Retail","8/1/20","Downtier","30728","-888561.28","49287"
"Cox Owned - Retail","8/1/20","New Connect","30725","2363584.23","49287"
"Cox Owned - Retail","8/1/20","Transfer","4902","-18894.22","49287"
"Cox Owned - Retail","8/1/20","Upgrade","7250","205555.65","49287"
"Cox Owned - Retail","8/1/20","Uptier","23118","476648.78","49287"
"Cox Owned - Retail","9/1/20","Disconnect","20198","-2354844.41","44434"
"Cox Owned - Retail","9/1/20","Downgrade","10496","-700679.57","44434"
"Cox Owned - Retail","9/1/20","Downtier","28617","-859462.03","44434"
"Cox Owned - Retail","9/1/20","New Connect","24035","1979287.51","44434"
"Cox Owned - Retail","9/1/20","Transfer","4313","-17680.32","44434"
"Cox Owned - Retail","9/1/20","Upgrade","7569","209003.2","44434"
"Cox Owned - Retail","9/1/20","Uptier","21688","452250.54","44434"
"Cox Owned - Retail","10/1/20","Disconnect","18954","-2192143.46","44787"
"Cox Owned - Retail","10/1/20","Downgrade","9601","-639923.18","44787"
"Cox Owned - Retail","10/1/20","Downtier","27510","-865741.86","44787"
"Cox Owned - Retail","10/1/20","New Connect","23183","1973393.99","44787"
"Cox Owned - Retail","10/1/20","Transfer","4319","-4215.11","44787"
"Cox Owned - Retail","10/1/20","Upgrade","8794","204205.26","44787"
"Cox Owned - Retail","10/1/20","Uptier","19410","440421.63","44787"
"Cox Owned - Retail","11/1/20","Disconnect","16449","-1905641.25","39589"
"Cox Owned - Retail","11/1/20","Downgrade","8660","-578533.39","39589"
"Cox Owned - Retail","11/1/20","Downtier","23801","-759423.99","39589"
"Cox Owned - Retail","11/1/20","New Connect","21250","1783101.18","39589"
"Cox Owned - Retail","11/1/20","Transfer","3684","-569.64","39589"
"Cox Owned - Retail","11/1/20","Upgrade","8010","172087.68","39589"
"Cox Owned - Retail","11/1/20","Uptier","17537","373395.4","39589"
"Cox Owned - Retail","12/1/20","Disconnect","15877","-1835389.5","38601"
"Cox Owned - Retail","12/1/20","Downgrade","9330","-628774.7","38601"
"Cox Owned - Retail","12/1/20","Downtier","25814","-823505.8","38601"
"Cox Owned - Retail","12/1/20","New Connect","20463","1735480.19","38601"
"Cox Owned - Retail","12/1/20","Transfer","3285","-3575.21","38601"
"Cox Owned - Retail","12/1/20","Upgrade","8224","170518.2","38601"
"Cox Owned - Retail","12/1/20","Uptier","18137","400158.28","38601"
"Cox Owned - Retail","1/1/21","Disconnect","15275","-1792799.66","39090"
"Cox Owned - Retail","1/1/21","Downgrade","10671","-749225.06","39090"
"Cox Owned - Retail","1/1/21","Downtier","28096","-912787.44","39090"
"Cox Owned - Retail","1/1/21","New Connect","21267","1762177.31","39090"
"Cox Owned - Retail","1/1/21","Transfer","3193","-5935.29","39090"
"Cox Owned - Retail","1/1/21","Upgrade","8951","149254.81","39090"
"Cox Owned - Retail","1/1/21","Uptier","16704","364634.71","39090"
"Cox Owned - Retail","2/1/21","Disconnect","14356","-1706462.36","34154"
"Cox Owned - Retail","2/1/21","Downgrade","9885","-698115.49","34154"
"Cox Owned - Retail","2/1/21","Downtier","25785","-832245","34154"
"Cox Owned - Retail","2/1/21","New Connect","18160","1507892.14","34154"
"Cox Owned - Retail","2/1/21","Transfer","3163","-8538.4","34154"
"Cox Owned - Retail","2/1/21","Upgrade","8500","118528.27","34154"
"Cox Owned - Retail","2/1/21","Uptier","14892","310479.24","34154"
"Cox Owned - Retail","3/1/21","Disconnect","19197","-2265782.56","42119"
"Cox Owned - Retail","3/1/21","Downgrade","11423","-797554.15","42119"
"Cox Owned - Retail","3/1/21","Downtier","29529","-930783.35","42119"
"Cox Owned - Retail","3/1/21","New Connect","23682","2007385.05","42119"
"Cox Owned - Retail","3/1/21","Transfer","4097","-3185.85","42119"
"Cox Owned - Retail","3/1/21","Upgrade","9291","180440.52","42119"
"Cox Owned - Retail","3/1/21","Uptier","17240","388562.11","42119"
"Cox Owned - Retail","4/1/21","Disconnect","18799","-2203872.88","36976"
"Cox Owned - Retail","4/1/21","Downgrade","10921","-700366.28","36976"
"Cox Owned - Retail","4/1/21","Downtier","25920","-797086.98","36976"
"Cox Owned - Retail","4/1/21","New Connect","21127","1862885.38","36976"
"Cox Owned - Retail","4/1/21","Transfer","3922","802.92","36976"
"Cox Owned - Retail","4/1/21","Upgrade","7982","253634.73","36976"
"Cox Owned - Retail","4/1/21","Uptier","17206","409248.34","36976"
"Cox Owned - Retail","5/1/21","Disconnect","19229","-2168121.81","36196"
"Cox Owned - Retail","5/1/21","Downgrade","9631","-612834.9","36196"
"Cox Owned - Retail","5/1/21","Downtier","22258","-711445.06","36196"
"Cox Owned - Retail","5/1/21","New Connect","20366","1798212.54","36196"
"Cox Owned - Retail","5/1/21","Transfer","3886","-3418.54","36196"
"Cox Owned - Retail","5/1/21","Upgrade","8203","221783.82","36196"
"Cox Owned - Retail","5/1/21","Uptier","14871","378429.44","36196"
"Cox Owned - Retail","6/1/21","Disconnect","22247","-2527913.16","39513"
"Cox Owned - Retail","6/1/21","Downgrade","10611","-680573.03","39513"
"Cox Owned - Retail","6/1/21","Downtier","23770","-716702.8","39513"
"Cox Owned - Retail","6/1/21","New Connect","23078","2015349.49","39513"
"Cox Owned - Retail","6/1/21","Transfer","4398","-1429.2","39513"
"Cox Owned - Retail","6/1/21","Upgrade","8426","254478.51","39513"
"Cox Owned - Retail","6/1/21","Uptier","15992","390999.38","39513"
"Cox Owned - Retail","7/1/21","Disconnect","21321","-2408940.29","40339"
"Cox Owned - Retail","7/1/21","Downgrade","10575","-681604.93","40339"
"Cox Owned - Retail","7/1/21","Downtier","23417","-675863.74","40339"
"Cox Owned - Retail","7/1/21","New Connect","23407","2043854.24","40339"
"Cox Owned - Retail","7/1/21","Transfer","4474","71.77","40339"
"Cox Owned - Retail","7/1/21","Upgrade","8693","256665.91","40339"
"Cox Owned - Retail","7/1/21","Uptier","15042","366510.64","40339"
"Cox Owned - Retail","8/1/21","Disconnect","20559","-2320411.73","42900"
"Cox Owned - Retail","8/1/21","Downgrade","10332","-677782.88","42900"
"Cox Owned - Retail","8/1/21","Downtier","21791","-610751.95","42900"
"Cox Owned - Retail","8/1/21","New Connect","25325","2166833.27","42900"
"Cox Owned - Retail","8/1/21","Transfer","4288","-1327.39","42900"
"Cox Owned - Retail","8/1/21","Upgrade","8350","238650.33","42900"
"Cox Owned - Retail","8/1/21","Uptier","15413","391759.4","42900"
"Cox Owned - Retail","9/1/21","Disconnect","18390","-2148896.29","37030"
"Cox Owned - Retail","9/1/21","Downgrade","9930","-657872.16","37030"
"Cox Owned - Retail","9/1/21","Downtier","21270","-591387.54","37030"
"Cox Owned - Retail","9/1/21","New Connect","21061","1838588.61","37030"
"Cox Owned - Retail","9/1/21","Transfer","3766","-5676.62","37030"
"Cox Owned - Retail","9/1/21","Upgrade","8256","238934.39","37030"
"Cox Owned - Retail","9/1/21","Uptier","15086","392814.28","37030"
"Cox Owned - Retail","10/1/21","Disconnect","17865","-2092973.23","38341"
"Cox Owned - Retail","10/1/21","Downgrade","10165","-666490.74","38341"
"Cox Owned - Retail","10/1/21","Downtier","21642","-609120.11","38341"
"Cox Owned - Retail","10/1/21","New Connect","21122","1892192.32","38341"
"Cox Owned - Retail","10/1/21","Transfer","3952","5767.31","38341"
"Cox Owned - Retail","10/1/21","Upgrade","8406","233331.01","38341"
"Cox Owned - Retail","10/1/21","Uptier","15121","423870.14","38341"
"Cox Owned - Retail","11/1/21","Disconnect","16606","-1931462.82","38860"
"Cox Owned - Retail","11/1/21","Downgrade","9713","-636170.03","38860"
"Cox Owned - Retail","11/1/21","Downtier","20506","-599534.38","38860"
"Cox Owned - Retail","11/1/21","New Connect","20361","1817364.72","38860"
"Cox Owned - Retail","11/1/21","Transfer","3432","5618.32","38860"
"Cox Owned - Retail","11/1/21","Upgrade","10079","213033.85","38860"
"Cox Owned - Retail","11/1/21","Uptier","15018","406163.25","38860"
"Cox Owned - Retail","12/1/21","Disconnect","16641","-1947132.26","37201"
"Cox Owned - Retail","12/1/21","Downgrade","10017","-665830.87","37201"
"Cox Owned - Retail","12/1/21","Downtier","21486","-621366.08","37201"
"Cox Owned - Retail","12/1/21","New Connect","19684","1743854.14","37201"
"Cox Owned - Retail","12/1/21","Transfer","3236","2057.27","37201"
"Cox Owned - Retail","12/1/21","Upgrade","9851","188813.55","37201"
"Cox Owned - Retail","12/1/21","Uptier","15312","393934.05","37201"
"Cox Owned - Retail","1/1/22","Disconnect","16167","-1912780.62","36051"
"Cox Owned - Retail","1/1/22","Downgrade","11445","-786249.42","36051"
"Cox Owned - Retail","1/1/22","Downtier","23656","-649489.9","36051"
"Cox Owned - Retail","1/1/22","New Connect","19167","1691988.33","36051"
"Cox Owned - Retail","1/1/22","Transfer","3012","-6644.28","36051"
"Cox Owned - Retail","1/1/22","Upgrade","9735","181298.93","36051"
"Cox Owned - Retail","1/1/22","Uptier","14974","395736.85","36051"
"Cox Owned - Retail","2/1/22","Disconnect","16452","-1976478.92","32532"
"Cox Owned - Retail","2/1/22","Downgrade","11099","-771258.09","32532"
"Cox Owned - Retail","2/1/22","Downtier","22007","-593342.05","32532"
"Cox Owned - Retail","2/1/22","New Connect","17258","1565416.2","32532"
"Cox Owned - Retail","2/1/22","Transfer","3068","4563.5","32532"
"Cox Owned - Retail","2/1/22","Upgrade","8172","170209.54","32532"
"Cox Owned - Retail","2/1/22","Uptier","13212","339623.77","32532"
"Cox Owned - Retail","3/1/22","Disconnect","21207","-2549600.29","38367"
"Cox Owned - Retail","3/1/22","Downgrade","12090","-867783.56","38367"
"Cox Owned - Retail","3/1/22","Downtier","23390","-656860.49","38367"
"Cox Owned - Retail","3/1/22","New Connect","20197","1833171.2","38367"
"Cox Owned - Retail","3/1/22","Transfer","3624","-1072.22","38367"
"Cox Owned - Retail","3/1/22","Upgrade","9509","166167.38","38367"
"Cox Owned - Retail","3/1/22","Uptier","14170","400403.96","38367"
"Cox Owned - Retail","4/1/22","Disconnect","22158","-2668954.99","36268"
"Cox Owned - Retail","4/1/22","Downgrade","9944","-747844.44","36268"
"Cox Owned - Retail","4/1/22","Downtier","20924","-682449.8","36268"
"Cox Owned - Retail","4/1/22","New Connect","18926","1729943.4","36268"
"Cox Owned - Retail","4/1/22","Transfer","3740","-7312.75","36268"
"Cox Owned - Retail","4/1/22","Upgrade","9112","146210.22","36268"
"Cox Owned - Retail","4/1/22","Uptier","11784","338116.24","36268"
"Cox Owned - Retail","5/1/22","Disconnect","24510","-2859037.41","39175"
"Cox Owned - Retail","5/1/22","Downgrade","9076","-687828.11","39175"
"Cox Owned - Retail","5/1/22","Downtier","19884","-644197.28","39175"
"Cox Owned - Retail","5/1/22","New Connect","20011","1837025.48","39175"
"Cox Owned - Retail","5/1/22","Transfer","3891","-6118.67","39175"
"Cox Owned - Retail","5/1/22","Upgrade","9279","124071.32","39175"
"Cox Owned - Retail","5/1/22","Uptier","10930","323468.8","39175"
"Cox Owned - Retail","6/1/22","Disconnect","26330","-3091623.13","40820"
"Cox Owned - Retail","6/1/22","Downgrade","10690","-809826.85","40820"
"Cox Owned - Retail","6/1/22","Downtier","20089","-620716.02","40820"
"Cox Owned - Retail","6/1/22","New Connect","21556","1977006.5","40820"
"Cox Owned - Retail","6/1/22","Transfer","4264","514.1","40820"
"Cox Owned - Retail","6/1/22","Upgrade","8953","111061.8","40820"
"Cox Owned - Retail","6/1/22","Uptier","11496","325212.48","40820"
"Cox Owned - Retail","7/1/22","Disconnect","24343","-2858865.89","45012"
"Cox Owned - Retail","7/1/22","Downgrade","10476","-811584.65","45012"
"Cox Owned - Retail","7/1/22","Downtier","20298","-602017.75","45012"
"Cox Owned - Retail","7/1/22","New Connect","21401","1942522.13","45012"
"Cox Owned - Retail","7/1/22","Transfer","4340","-3714.86","45012"
"Cox Owned - Retail","7/1/22","Upgrade","9266","101701.08","45012"
"Cox Owned - Retail","7/1/22","Uptier","11616","340639.96","45012"
"Cox Owned - Retail","8/1/22","Disconnect","25068","-2874065.51","47075"
"Cox Owned - Retail","8/1/22","Downgrade","11141","-843819.41","47075"
"Cox Owned - Retail","8/1/22","Downtier","22946","-670870.53","47075"
"Cox Owned - Retail","8/1/22","New Connect","25860","2288579.76","47075"
"Cox Owned - Retail","8/1/22","Transfer","4553","1493.55","47075"
"Cox Owned - Retail","8/1/22","Upgrade","10833","130899.76","47075"
"Cox Owned - Retail","8/1/22","Uptier","13487","394533.87","47075"
"Cox Owned - Retail","9/1/22","Disconnect","21572","-2527004.3","40834"
"Cox Owned - Retail","9/1/22","Downgrade","10114","-756429.2","40834"
"Cox Owned - Retail","9/1/22","Downtier","22207","-656373.08","40834"
"Cox Owned - Retail","9/1/22","New Connect","21622","1909839.73","40834"
"Cox Owned - Retail","9/1/22","Transfer","3961","-3119.58","40834"
"Cox Owned - Retail","9/1/22","Upgrade","9945","142982.84","40834"
"Cox Owned - Retail","9/1/22","Uptier","13438","395072.15","40834"
"Cox Owned - Retail","10/1/22","Disconnect","20445","-2415603.16","39280"
"Cox Owned - Retail","10/1/22","Downgrade","9314","-709560.62","39280"
"Cox Owned - Retail","10/1/22","Downtier","21424","-692306.05","39280"
"Cox Owned - Retail","10/1/22","New Connect","20472","1880895.19","39280"
"Cox Owned - Retail","10/1/22","Transfer","3971","1164.01","39280"
"Cox Owned - Retail","10/1/22","Upgrade","8619","117335.73","39280"
"Cox Owned - Retail","10/1/22","Uptier","12875","447953.35","39280"
"Cox Owned - Retail","11/1/22","Disconnect","19148","-2259491.73","36383"
"Cox Owned - Retail","11/1/22","Downgrade","8864","-664813.17","36383"
"Cox Owned - Retail","11/1/22","Downtier","18291","-527921.13","36383"
"Cox Owned - Retail","11/1/22","New Connect","19515","1769407.96","36383"
"Cox Owned - Retail","11/1/22","Transfer","3273","-1063.62","36383"
"Cox Owned - Retail","11/1/22","Upgrade","7598","98770.7","36383"
