"date","h_channel_group","h_channel","channel_group","channel","sub_channel","target_version","activity","activity_base","accounts_changed_target","net_revenue_target","psu_connects_target","psu_disconnects_target","ncr_target","company_ac_target"
"2023-03-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","New Connect","New Connect","25586.0","2356719.04","44099.0",,"25586.0","62145.0"
"2023-03-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"LRP","New Connect","New Connect","3907.0","229575.94","1086.0",,"3907.0","62145.0"
"2020-12-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Downtier","- Base","6811.0","-277654.91",,,,"184016.0"
"2023-03-01 00:00:00.000","Field Sales","Third Party Retail","Field Sales","Third Party Retail",,"LRP","New Connect","New Connect","4517.0","297787.96","7941.0",,"4517.0","62145.0"
"2020-12-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"LRP","Downtier","- Base","415.0","-29263.56",,,,"184016.0"
"2023-03-01 00:00:00.000","Online","Cox.com","Online","Cox.com","Cox.com","LRP","New Connect","New Connect",,,"49264.929000000004",,,"62145.0"
"2020-12-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","Downtier","- Base","1835.0","-51512.68",,,,"184016.0"
"2023-03-01 00:00:00.000","Online","National Affiliates","Online","National Affiliates","3rd Party - Affinity","LRP","New Connect","New Connect",,,,,,"62145.0"
"2023-03-01 00:00:00.000","Online","eTailers","Online","eTailers","3rd Party - eTailer","LRP","New Connect","New Connect",,,"11782.071",,,"62145.0"
"2023-03-01 00:00:00.000","Field Sales","Direct","Field Sales","Direct",,"LRP","New Connect","New Connect","5487.0","456404.3","8084.0",,"5487.0","62145.0"
"2020-12-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","Downtier","- Base","129915.0","-4508494.48",,,,"184016.0"
"2020-12-01 00:00:00.000","Other","Retail","Retail","Retail",,"LRP","Downtier","- Base","25814.0","-823505.8",,,,"184016.0"
"2021-12-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"LRP","Uptier","+ Base","1377.0","71522.75",,,,"134411.0"
"2021-09-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Transfer","Transfer","464.0","-128215.08",,,,"21213.0"
"2021-12-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Uptier","+ Base","6827.0","164334.06",,,,"134411.0"
"2021-09-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","Transfer","Transfer","12610.0","-14050.44",,,,"21213.0"
"2023-02-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Uptier","+ Base","4480.0","134410.31",,,,"82663.0"
"2023-02-01 00:00:00.000","Field Sales","Direct","Field Sales","Direct",,"LRP","Uptier","+ Base","539.0","14552.45",,,,"82663.0"
"2021-12-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","Uptier","+ Base","30341.0","1268511.89",,,,"134411.0"
"2023-02-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"LRP","Uptier","+ Base","992.0","52136.2",,,,"82663.0"
"2023-02-01 00:00:00.000","Other","Retail","Retail","Retail",,"LRP","Uptier","+ Base","9728.0","291851.95",,,,"82663.0"
"2022-09-01 00:00:00.000","Care","Care","Care","Care",,"LRP","Downgrade","- Base","755.0","-47645.29",,,,"31783.0"
"2022-09-01 00:00:00.000","Field Sales","Third Party Retail","Field Sales","Third Party Retail",,"LRP","Downgrade","- Base","762.0","-49295.28",,,,"31783.0"
"2023-08-01 00:00:00.000","Other","Other","Other","Other",,"OPR","Transfer","Transfer","341.7807843315","-71026.9084904517",,,,"36235.1716394841"
"2023-09-01 00:00:00.000","Other","Outbound","Other","Outbound",,"OPR","Upgrade","+ Base","307.85394045460004","3450.8353292123",,,,"15961.7064405118"
"2023-09-01 00:00:00.000","Care","Care","Care","Care",,"OPR","Upgrade","+ Base","248.92997651730002","16578.5520863825",,,,"15961.7064405118"
"2022-09-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"LRP","Downgrade","- Base","240.0","-6717.3",,,,"31783.0"
"2022-09-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","Downgrade","- Base","270.0","-6232.56",,,,"31783.0"
"2023-08-01 00:00:00.000","Online","Cox.com","Online","Cox.com","Cox.com","OPR","Transfer","Transfer","11807.082818925124","-33826.004260096284",,,,"36235.1716394841"
"2023-09-01 00:00:00.000","Online","eTailers","Online","eTailers","3rd Party - eTailer","OPR","Upgrade","+ Base","113.9361085147728","9367.64866422902",,,,"15961.7064405118"
"2022-09-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","Downgrade","- Base","16668.0","-1301093.64",,,,"31783.0"
"2025-01-01 00:00:00.000","Field Sales","Direct","Field Sales","Direct",,"LRP","Transfer","Transfer","997.0",,,,,"24213.0"
"2025-01-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","Transfer","Transfer","1151.0",,,,,"24213.0"
"2025-01-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","Transfer","Transfer","10175.0",,,,,"24213.0"
"2019-03-01 00:00:00.000","Other","Outbound","Other","Outbound",,"LRP","Downgrade","- Base","311.0","-27611.4",,,,"57275.0"
"2019-03-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","Downgrade","- Base","362.0","-11992.88",,,,"57275.0"
"2019-03-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","Downgrade","- Base","623.0","-28542.63",,,,"57275.0"
"2019-03-01 00:00:00.000","Other","Retail","Retail","Retail",,"LRP","Downgrade","- Base","16680.0","-1034154.02",,,,"57275.0"
"2022-09-01 00:00:00.000","Field Sales","Direct","Field Sales","Direct",,"LRP","Transfer","Transfer","1771.0","2123.8",,,,"19352.0"
"2022-09-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","Transfer","Transfer","10.0","-34209.63",,,,"19352.0"
"2022-10-01 00:00:00.000","Other","Retail","Retail","Retail",,"LRP","New Connect","New Connect","20472.0","1880895.19","39280.0",,"20472.0","59819.0"
"2022-10-01 00:00:00.000","Field Sales","Third Party Retail","Field Sales","Third Party Retail",,"LRP","New Connect","New Connect","4829.0","306427.14","7524.0",,"4829.0","59819.0"
"2022-10-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","New Connect","New Connect","21785.0","2033890.0","40875.0",,"21785.0","59819.0"
"2022-10-01 00:00:00.000","Care","Care","Care","Care",,"LRP","New Connect","New Connect","775.0","78579.54","1577.0",,"775.0","59819.0"
"2022-10-01 00:00:00.000","Online","eTailers","Online","eTailers","3rd Party - eTailer","LRP","New Connect","New Connect",,,"14153.848",,,"59819.0"
"2020-10-01 00:00:00.000","Field Sales","Direct","Field Sales","Direct",,"LRP","Upgrade","+ Base","302.0","16215.19",,,,"20584.0"
"2020-10-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","Upgrade","+ Base","6454.0","293416.09",,,,"20584.0"
"2020-10-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","Upgrade","+ Base","43.0","2365.08",,,,"20584.0"
"2020-10-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Upgrade","+ Base","331.0","15262.01",,,,"20584.0"
"2020-10-01 00:00:00.000","Other","Retail","Retail","Retail",,"LRP","Upgrade","+ Base","8794.0","204205.26",,,,"20584.0"
"2024-04-01 00:00:00.000","Other","Outbound","Other","Outbound",,"LRP","New Connect","New Connect","162.0","9353.77","251.0",,"162.0","54717.0"
"2024-04-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","New Connect","New Connect","1499.0","155794.98","5810.0",,"1499.0","54717.0"
"2024-04-01 00:00:00.000","Field Sales","Direct","Field Sales","Direct",,"LRP","New Connect","New Connect","5306.0","426841.68","7457.0",,"5306.0","54717.0"
"2024-04-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","New Connect","New Connect","21127.0","2015820.09","40913.0",,"21127.0","54717.0"
"2024-04-01 00:00:00.000","Other","Other","Other","Other",,"LRP","New Connect","New Connect","674.0","50741.36","925.0",,"674.0","54717.0"
"2022-04-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","Upgrade","+ Base","2018.0","50107.6",,,,"17834.0"
"2022-04-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Upgrade","+ Base","374.0","13019.27",,,,"17834.0"
"2024-09-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"OPR","Transfer","Transfer","4.9295060584999995","-25.756669156",,,,"33624.193311966104"
"2022-02-01 00:00:00.000","Other","Retail","Retail","Retail",,"LRP","Upgrade","+ Base","8172.0","170209.54",,,,"17312.0"
"2019-06-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Uptier","+ Base","11630.0","210547.53",,,,"163703.0"
"2024-09-01 00:00:00.000","Retention","Retention","Retention","Retention",,"OPR","Transfer","Transfer","1647.9567719132003","-13513.245529687898",,,,"33624.193311966104"
"2022-02-01 00:00:00.000","Field Sales","Direct","Field Sales","Direct",,"LRP","Upgrade","+ Base","661.0","29049.94",,,,"17312.0"
"2019-06-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"LRP","Uptier","+ Base","446.0","19609.5",,,,"163703.0"
"2024-09-01 00:00:00.000","Online","National Affiliates","Online","National Affiliates","3rd Party - Affinity","OPR","Transfer","Transfer","790.509533945653","-3869.043141494563",,,,"33624.193311966104"
"2022-02-01 00:00:00.000","Other","Outbound","Other","Outbound",,"LRP","Upgrade","+ Base","419.0","7693.96",,,,"17312.0"
"2019-06-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","Uptier","+ Base","19725.0","460736.26",,,,"163703.0"
"2022-02-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","Upgrade","+ Base","6.0","167.98",,,,"17312.0"
"2022-02-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"LRP","Upgrade","+ Base","143.0","7866.21",,,,"17312.0"
"2024-10-01 00:00:00.000","Care","Care","Care","Care",,"OPR","Upgrade","+ Base","330.7947005994","23029.927055732303",,,,"9058.5450007747"
"2024-10-01 00:00:00.000","Retail","Retail","Retail","Retail",,"OPR","Upgrade","+ Base","2591.6557146402997","200494.08221759714",,,,"9058.5450007747"
"2024-10-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"OPR","Upgrade","+ Base","2807.8887212550003","211810.9867153692",,,,"9058.5450007747"
"2024-10-01 00:00:00.000","Online","Cox.com","Online","Cox.com","Cox.com","OPR","Upgrade","+ Base","1158.3738080480214","83765.13025875927",,,,"9058.5450007747"
"2019-05-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","Downgrade","- Base","27878.0","-1898763.89",,,,"55947.0"
"2022-09-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","Upgrade","+ Base","30.0","1519.5",,,,"20792.0"
"2022-09-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"LRP","Upgrade","+ Base","185.0","7845.86",,,,"20792.0"
"2022-09-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Upgrade","+ Base","404.0","15543.05",,,,"20792.0"
"2022-09-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","Upgrade","+ Base","3322.0","45995.43",,,,"20792.0"
"2019-05-01 00:00:00.000","Care","Care","Care","Care",,"LRP","Downgrade","- Base","6107.0","-120970.87",,,,"55947.0"
"2022-12-01 00:00:00.000","Field Sales","Direct","Field Sales","Direct",,"LRP","Downgrade","- Base","109.0","-5426.17",,,,"26926.0"
"2023-01-01 00:00:00.000","Retail","Retail","Retail","Retail",,"OPR","Downtier","- Base","19789.778099241303","-566330.9103607276",,,,"137648.3999999997"
"2022-12-01 00:00:00.000","Other","Outbound","Other","Outbound",,"LRP","Downgrade","- Base","63.0","-3877.2",,,,"26926.0"
"2022-12-01 00:00:00.000","Other","Retail","Retail","Retail",,"LRP","Downgrade","- Base","8869.0","-665198.73",,,,"26926.0"
"2023-01-01 00:00:00.000","Online","Cox.com","Online","Cox.com","Cox.com","OPR","Downtier","- Base","27226.853520000004","-731036.2661053546",,,,"137648.3999999997"
"2022-12-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Downgrade","- Base","1359.0","-53426.67",,,,"26926.0"
"2023-01-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"OPR","Downtier","- Base","1376.4839999998999","-34483.739222606506",,,,"137648.3999999997"
"2022-12-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","Downgrade","- Base","295.0","-3874.2",,,,"26926.0"
"2022-07-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","Upgrade","+ Base","4019.0","221720.86",,,,"18813.0"
"2022-07-01 00:00:00.000","Field Sales","Direct","Field Sales","Direct",,"LRP","Upgrade","+ Base","819.0","37320.98",,,,"18813.0"
"2022-07-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","Upgrade","+ Base","2800.0","21089.21",,,,"18813.0"
"2024-12-01 00:00:00.000","Field Sales","Field Sales","Field Sales","Field Sales",,"OPR","Upgrade","+ Base","131.9589050767","9856.492720545899",,,,"8820.6326927507"
"2024-12-01 00:00:00.000","Care","Care","Care","Care",,"OPR","Upgrade","+ Base","222.9411465558","15809.2331618919",,,,"8820.6326927507"
"2024-12-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"OPR","Upgrade","+ Base","3.4840053972000002","130.51858441489998",,,,"8820.6326927507"
"2023-10-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","Uptier","+ Base","22362.0","889312.23",,,,"96228.0"
"2023-10-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","Uptier","+ Base","7275.0","90496.31",,,,"96228.0"
"2023-11-01 00:00:00.000","Online","Cox.com","Online","Cox.com","Cox.com","OPR","Upgrade","+ Base","1185.8906038541563","85876.21960035134",,,,"11312.472098371"
"2023-11-01 00:00:00.000","Retention","Retention","Retention","Retention",,"OPR","Upgrade","+ Base","1596.0530723181","40268.4190145849",,,,"11312.472098371"
"2023-10-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Uptier","+ Base","5319.0","159581.13",,,,"96228.0"
"2023-10-01 00:00:00.000","Care","Care","Care","Care",,"LRP","Uptier","+ Base","34796.0","591537.13",,,,"96228.0"
"2024-12-01 00:00:00.000","Other","Outbound","Other","Outbound",,"OPR","Upgrade","+ Base","132.9849912483","2328.7177920701",,,,"8820.6326927507"
"2020-03-01 00:00:00.000","Field Sales","Third Party Retail","Field Sales","Third Party Retail",,"LRP","New Connect","New Connect","8009.0","588441.15","13145.0",,"8009.0","97925.0"
"2025-07-01 00:00:00.000","Field Sales","Third Party Retail","Field Sales","Third Party Retail",,"LRP","Downtier","- Base","3727.0",,,,,"153031.0"
"2025-07-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","Downtier","- Base","65393.0",,,,,"153031.0"
"2025-07-01 00:00:00.000","Online","National Affiliates","Online","National Affiliates","3rd Party - Affinity","LRP","Downtier","- Base",,,,,,"153031.0"
"2025-07-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","Downtier","- Base","265.0",,,,,"153031.0"
"2020-03-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","New Connect","New Connect","34463.0","2796167.6","72024.0",,"34463.0","97925.0"
"2020-03-01 00:00:00.000","Other","Outbound","Other","Outbound",,"LRP","New Connect","New Connect","464.0","24498.3","1111.0",,"464.0","97925.0"
"2025-07-01 00:00:00.000","Field Sales","Direct","Field Sales","Direct",,"LRP","Downtier","- Base","553.0",,,,,"153031.0"
"2024-05-01 00:00:00.000","Field Sales","Field Sales","Field Sales","Field Sales",,"OPR","New Connect","New Connect","5973.903017967","463515.0536425324","12262.3780687736","-7812.771548117001","5973.903017967","93552.83418999848"
"2024-05-01 00:00:00.000","Retention","Retention","Retention","Retention",,"OPR","New Connect","New Connect","2474.9868302185","230368.16076939035","6148.3857129478","-86910.75949132751","2474.9868302185","93552.83418999848"
"2024-05-01 00:00:00.000","Care","Care","Care","Care",,"OPR","Uptier","+ Base","13705.577373880897","339750.83292778",,,,"80807.567821368"
"2024-05-01 00:00:00.000","Retail","Retail","Retail","Retail",,"OPR","Uptier","+ Base","14096.142072478902","362740.12783058995",,,,"80807.567821368"
"2024-05-01 00:00:00.000","Online","Cox.com","Online","Cox.com","Cox.com","OPR","New Connect","New Connect","29211.11845757832","1908279.866528923",,,"29211.11845757832","93552.83418999848"
"2024-03-01 00:00:00.000","Field Sales","Direct","Field Sales","Direct",,"LRP","Downtier","- Base","238.0","-12063.8",,,,"100245.0"
"2024-05-01 00:00:00.000","Online","Cox.com","Online","Cox.com",,"OPR","New Connect","New Connect",,,,"-23645.966835080002",,"93552.83418999848"
"2024-03-01 00:00:00.000","Field Sales","Third Party Retail","Field Sales","Third Party Retail",,"LRP","Downtier","- Base","1337.0","-42180.86",,,,"100245.0"
"2022-11-01 00:00:00.000","Field Sales","Third Party Retail","Field Sales","Third Party Retail",,"LRP","Transfer","Transfer","654.0","654.41",,,,"16222.0"
"2023-12-01 00:00:00.000","Care","Care","Care","Care",,"LRP","Transfer","Transfer","24.0","217.7",,,,"19143.0"
"2023-04-01 00:00:00.000","Retail","Retail","Retail","Retail",,"OPR","Uptier","+ Base","11121.072742818","347468.6555078634",,,,"98554.28456651169"
"2022-11-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Transfer","Transfer","397.0","-84740.29",,,,"16222.0"
"2023-04-01 00:00:00.000","Care","Care","Care","Care",,"OPR","Uptier","+ Base","22711.3377450464","441148.7104071232",,,,"98554.28456651169"
"2024-12-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"OPR","Downgrade","- Base","267.6947523814","-11237.492234834603",,,,"29245.980327447203"
"2024-12-01 00:00:00.000","Retail","Retail","Retail","Retail",,"OPR","Downgrade","- Base","9502.4051969791","-809207.3643917845",,,,"29245.980327447203"
"2022-11-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","Transfer","Transfer","3.0","-46434.29",,,,"16222.0"
"2022-11-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"LRP","Transfer","Transfer","136.0","253.19",,,,"16222.0"
"2023-04-01 00:00:00.000","Field Sales","Field Sales","Field Sales","Field Sales",,"OPR","Uptier","+ Base","548.4296415023999","23272.4347323011",,,,"98554.28456651169"
"2023-04-01 00:00:00.000","Other","Outbound","Other","Outbound",,"OPR","Uptier","+ Base","987.4335968368999","12460.2857517386",,,,"98554.28456651169"
"2023-04-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"OPR","Uptier","+ Base","7413.986808051999","84550.06881709669",,,,"98554.28456651169"
"2024-12-01 00:00:00.000","Online","eTailers","Online","eTailers","3rd Party - eTailer","OPR","Downgrade","- Base","11.1663812862658","-3898.637625502688",,,,"29245.980327447203"
"2023-03-01 00:00:00.000","Retention","Retention","Retention","Retention",,"OPR","Downgrade","- Base","13946.4798469341","-1143611.3474485949",,,,"33157.8899999998"
"2023-03-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"OPR","Downgrade","- Base","485.0796651495999","-41122.904776583004",,,,"33157.8899999998"
"2023-03-01 00:00:00.000","Field Sales","Field Sales","Field Sales","Field Sales",,"OPR","Downgrade","- Base","951.9170181055001","-59810.973531831696",,,,"33157.8899999998"
"2023-03-01 00:00:00.000","Online","eTailers","Online","eTailers","3rd Party - eTailer","OPR","Downgrade","- Base","12.5999982","-5126.734949640497",,,,"33157.8899999998"
"2023-03-01 00:00:00.000","Care","Care","Care","Care",,"OPR","Downgrade","- Base","647.6020828748","-45194.8991716377",,,,"33157.8899999998"
"2023-03-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"OPR","Downgrade","- Base","262.0259387817","-10413.206831138301",,,,"33157.8899999998"
"2023-01-01 00:00:00.000","Retention","Retention","Retention","Retention",,"OPR","Transfer","Transfer","1212.0716948786999","-10908.6452539082",,,,"28007.249999999498"
"2019-09-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","Disconnect","Disconnect","1901.0","-179044.44",,,,"72594.0"
"2023-01-01 00:00:00.000","Care","Care","Care","Care",,"OPR","Transfer","Transfer","25.5172988395","228.26566827710005",,,,"28007.249999999498"
"2023-01-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"OPR","Transfer","Transfer","14024.6926229881","-28049.385245976402",,,,"28007.249999999498"
"2019-09-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","Disconnect","Disconnect","3649.0","-384764.24",,,,"72594.0"
"2023-01-01 00:00:00.000","Other","Outbound","Other","Outbound",,"OPR","Transfer","Transfer","6.0435707778","172.9497283153",,,,"28007.249999999498"
"2023-01-01 00:00:00.000","Other","Other","Other","Other",,"OPR","Transfer","Transfer","390.8175769636","-83389.4908111668",,,,"28007.249999999498"
"2021-09-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","Uptier","+ Base","8965.0","116506.61",,,,"152073.0"
"2022-10-01 00:00:00.000","Other","Retail","Retail","Retail",,"LRP","Downgrade","- Base","9314.0","-709560.62",,,,"25767.0"
"2025-05-01 00:00:00.000","Care","Care","Care","Care",,"LRP","Disconnect","Disconnect","1048.0",,,,,"89967.0"
"2022-10-01 00:00:00.000","Field Sales","Third Party Retail","Field Sales","Third Party Retail",,"LRP","Downgrade","- Base","692.0","-52634.39",,,,"25767.0"
"2024-02-01 00:00:00.000","Other","Outbound","Other","Outbound",,"LRP","Upgrade","+ Base","76.0","633.77",,,,"8458.0"
"2020-01-01 00:00:00.000","Other","Retail","Retail","Retail",,"LRP","Upgrade","+ Base","7211.0","168362.98",,,,"20051.0"
"2024-02-01 00:00:00.000","Care","Care","Care","Care",,"LRP","Upgrade","+ Base","119.0","8012.05",,,,"8458.0"
"2022-10-01 00:00:00.000","Other","Outbound","Other","Outbound",,"LRP","Downgrade","- Base","40.0","-2126.48",,,,"25767.0"
"2025-05-01 00:00:00.000","Online","National Affiliates","Online","National Affiliates","3rd Party - Affinity","LRP","Disconnect","Disconnect",,,,,,"89967.0"
"2019-06-01 00:00:00.000","Other","Outbound","Other","Outbound",,"LRP","Downtier","- Base","1230.0","-43187.95",,,,"190546.0"
"2021-05-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"LRP","Downgrade","- Base","245.0","-2520.44",,,,"35120.0"
"2019-03-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","Upgrade","+ Base","3516.0","79556.14",,,,"23823.0"
"2019-03-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Upgrade","+ Base","1243.0","30791.83",,,,"23823.0"
"2019-03-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","Upgrade","+ Base","168.0","7360.35",,,,"23823.0"
"2019-03-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","Upgrade","+ Base","5745.0","283717.97",,,,"23823.0"
"2022-12-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Downtier","- Base","3520.0","-87192.07",,,,"107700.0"
"2024-09-01 00:00:00.000","Other","Other","Other","Other",,"OPR","Downgrade","- Base","3440.0255386026997","-134467.2188486333",,,,"35195.713979198"
"2022-12-01 00:00:00.000","Care","Care","Care","Care",,"LRP","Downtier","- Base","7162.0","-146409.03",,,,"107700.0"
"2022-12-01 00:00:00.000","Other","Retail","Retail","Retail",,"LRP","Downtier","- Base","18302.0","-528227.3",,,,"107700.0"
"2024-09-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"OPR","Downgrade","- Base","187.16476644449997","-2266.8427548930003",,,,"35195.713979198"
"2022-04-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","Downgrade","- Base","18194.0","-1379182.16",,,,"33133.0"
"2022-12-01 00:00:00.000","Field Sales","Third Party Retail","Field Sales","Third Party Retail",,"LRP","Downtier","- Base","1929.0","-56544.42",,,,"107700.0"
"2024-09-01 00:00:00.000","Retail","Retail","Retail","Retail",,"OPR","Downgrade","- Base","12491.7319906077","-1046894.26756013",,,,"35195.713979198"
"2022-12-01 00:00:00.000","Retention","Retention","Retention","Retention",,"LRP","Downtier","- Base","72127.0","-2246493.23",,,,"107700.0"
"2022-04-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"LRP","Downgrade","- Base","189.0","-4824.07",,,,"33133.0"
"2022-12-01 00:00:00.000","Other","Outbound","Other","Outbound",,"LRP","Downtier","- Base","1408.0","-25844.87",,,,"107700.0"
"2024-09-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"OPR","Downgrade","- Base","328.8005924253","-15049.2031153037",,,,"35195.713979198"
"2021-12-01 00:00:00.000","Field Sales","Direct","Field Sales","Direct",,"LRP","Transfer","Transfer","1604.0","19346.58",,,,"18696.0"
"2021-12-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","Transfer","Transfer","7.0","-58310.14",,,,"18696.0"
"2021-12-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Transfer","Transfer","400.0","-107579.86",,,,"18696.0"
"2021-06-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","New Connect","New Connect","95.0","7587.58","39.0",,"95.0","75097.0"
"2025-01-01 00:00:00.000","Online","National Affiliates","Online","National Affiliates","3rd Party - Affinity","OPR","Uptier","+ Base","52.161115817783205","2274.580981019318",,,,"117336.2367717595"
"2023-08-01 00:00:00.000","Other","Other","Other","Other",,"OPR","Downgrade","- Base","2030.4164747047998","-95907.703119158",,,,"29510.441558818005"
"2023-08-01 00:00:00.000","Online","Cox.com","Online","Cox.com","Cox.com","OPR","Downgrade","- Base","3855.181324716145","-268448.27108218835",,,,"29510.441558818005"
"2023-08-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"OPR","Downgrade","- Base","337.73648495629993","-11038.7784244231",,,,"29510.441558818005"
"2025-01-01 00:00:00.000","Online","Cox.com","Online","Cox.com","Cox.com","OPR","Uptier","+ Base","25950.155119347142","1131604.0380571107",,,,"117336.2367717595"
"2025-01-01 00:00:00.000","Field Sales","Field Sales","Field Sales","Field Sales",,"OPR","Uptier","+ Base","868.0728150801","48436.033253659305",,,,"117336.2367717595"
"2025-12-01 00:00:00.000","Other","Other","Other","Other",,"LRP","Disconnect","Disconnect","6019.0",,,,,"69947.0"
"2025-12-01 00:00:00.000","Other","Sales Operations","Other","Sales Operations",,"LRP","Disconnect","Disconnect","540.0",,,,,"69947.0"
"2023-06-01 00:00:00.000","Other","Lead Referral","Other","Lead Referral",,"OPR","Downtier","- Base","250.4696518317","-9571.216225411199",,,,"166341.53440564"
"2023-06-01 00:00:00.000","Other","Other","Other","Other",,"OPR","Downtier","- Base","10400.151587571","-684329.9744621649",,,,"166341.53440564"
"2025-12-01 00:00:00.000","Online","eTailers","Online","eTailers","3rd Party - eTailer","LRP","Disconnect","Disconnect","3554.8199999999997",,,,,"69947.0"
"2019-11-01 00:00:00.000","Care","Care","Care","Care",,"LRP","Upgrade","+ Base","1967.0","91224.44",,,,"21211.0"
"2025-12-01 00:00:00.000","Online","National Affiliates","Online","National Affiliates","3rd Party - Affinity","LRP","Disconnect","Disconnect",,,,,,"69947.0"
"2023-06-01 00:00:00.000","Retention","Retention","Retention","Retention",,"OPR","Downtier","- Base","74203.2412167209","-2462063.5435707993",,,,"166341.53440564"
"2023-06-01 00:00:00.000","Online","eTailers","Online","eTailers","3rd Party - eTailer","OPR","Downtier","- Base","326.02186232856593","-6457.095856176036",,,,"166341.53440564"
"2025-12-01 00:00:00.000","Inbound","Inbound","Inbound","Inbound",,"LRP","Disconnect","Disconnect","550.0",,,,,"69947.0"
