"CUSTOMER_CATEGORY_DESC","E2E_FINAL_TREATMENT","customer_status_cd","contact_date","Type","channel","customer_key","contact_id","subcontact_id","total_agents","interactions","self_service","chat_count","call_count"
"CB DIAMOND","Bronze","A","2023-11-01","Single/Mutiple Account Location","Digital First","2","2","2","0","5","2","0","0"
"CB GOLD","Silver","A","2023-11-01","Single/Mutiple Account Location","Digital First","5","5","5","0","11","5","0","0"
"CB GOLD","Bronze","A","2023-11-01","Single/Mutiple Account Location","Digital First","29","29","29","0","67","29","0","0"
"CB GOLD","Silver","A","2023-11-01","Single/Mutiple Account Location","Phone First","6","6","7","6","19","2","0","6"
"CB GOLD","Silver","A","2023-11-01","Single/Mutiple Relation Location","Digital First","5","5","5","0","11","5","0","0"
"CB GOLD","Silver","A","2023-11-01","Single/Mutiple Relation Location","Phone First","6","6","7","6","19","2","0","6"
"CB GOLD","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Phone First","9","9","12","7","19","6","0","7"
"CB GOLD","Diamond","A","2023-11-01","Single/Mutiple Relation Location","Digital First","5","5","6","0","11","6","0","0"
"CB GOLD","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Digital First","29","29","29","0","67","29","0","0"
"CB GOLD","Diamond","A","2023-11-01","Single/Mutiple Account Location","Digital First","5","5","6","0","11","6","0","0"
"CB GOLD","Bronze","A","2023-11-01","Single/Mutiple Account Location","Phone First","9","9","12","7","19","6","0","7"
"CB GOLD","Diamond","A","2023-11-01","Single/Mutiple Relation Location","Phone First","5","5","5","3","10","2","0","3"
"CB GOLD","Diamond","A","2023-11-01","Single/Mutiple Account Location","Phone First","5","5","5","3","10","2","0","3"
"CB PLATINUM","Diamond","A","2023-11-01","Single/Mutiple Relation Location","Phone First","15","15","15","8","23","7","0","8"
"CB PLATINUM","Diamond","A","2023-11-01","Single/Mutiple Account Location","Digital First","8","8","10","0","96","10","0","0"
"CB PLATINUM","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Phone First","14","14","15","7","23","8","0","7"
"CB PLATINUM","Silver","A","2023-11-01","Single/Mutiple Account Location","Phone First","8","8","8","7","16","1","0","7"
"CB PLATINUM","Diamond","A","2023-11-01","Single/Mutiple Relation Location","Digital First","8","8","10","0","96","10","0","0"
"CB PLATINUM","Silver","A","2023-11-01","Single/Mutiple Relation Location","Phone First","8","8","8","7","16","1","0","7"
"CB PLATINUM","Bronze","A","2023-11-01","Single/Mutiple Account Location","Digital First","2","2","2","0","6","2","0","0"
"CB PLATINUM","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Digital First","2","2","2","0","6","2","0","0"
"CB PLATINUM","Bronze","A","2023-11-01","Single/Mutiple Account Location","Phone First","14","14","15","7","23","8","0","7"
"CB PLATINUM","Diamond","A","2023-11-01","Single/Mutiple Account Location","Phone First","15","15","15","8","23","7","0","8"
"CB SILVER","Bronze","A","2023-11-01","Single/Mutiple Account Location","Digital First","15","15","22","3","75","19","3","0"
"CB SILVER","Silver","A","2023-11-01","Single/Mutiple Account Location","Phone First","2879","2879","3264","2349","6645","1292","12","2337"
"CB SILVER","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Phone First","8","8","10","8","22","4","0","8"
"CB SILVER","Silver","A","2023-11-01","Single/Mutiple Account Location","Digital First","3398","3398","4305","447","16209","3928","333","114"
"CB SILVER","Bronze","A","2023-11-01","Single/Mutiple Account Location","Phone First","8","8","10","8","22","4","0","8"
"CB SILVER","Silver","A","2023-11-01","Single/Mutiple Relation Location","Phone First","2879","2879","3264","2349","6645","1292","12","2337"
"CB SILVER","Diamond","A","2023-11-01","Single/Mutiple Account Location","Phone First","8","8","8","8","18","1","0","8"
"CB SILVER","Diamond","A","2023-11-01","Single/Mutiple Account Location","Digital First","8","8","8","0","22","8","0","0"
"CB SILVER","Diamond","A","2023-11-01","Single/Mutiple Relation Location","Phone First","8","8","8","8","18","1","0","8"
"CB SILVER","Diamond","A","2023-11-01","Single/Mutiple Relation Location","Digital First","8","8","8","0","22","8","0","0"
"CB SILVER","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Digital First","15","15","22","3","75","19","3","0"
"CB SILVER","Silver","A","2023-11-01","Single/Mutiple Relation Location","Digital First","3398","3398","4305","447","16209","3928","333","114"
"COLLECTIONS ASSISTANCE","Bronze","A","2023-11-01","Single/Mutiple Account Location","Phone First","1","1","1","0","1","1","0","0"
"COLLECTIONS ASSISTANCE","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Phone First","1","1","1","0","1","1","0","0"
"COLLECTIONS ASSISTANCE","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Digital First","1","1","1","0","1","1","0","0"
"COLLECTIONS ASSISTANCE","Silver","A","2023-11-01","Single/Mutiple Relation Location","Digital First","4","4","7","3","23","4","3","0"
"COLLECTIONS ASSISTANCE","Bronze","A","2023-11-01","Single/Mutiple Account Location","Digital First","1","1","1","0","1","1","0","0"
"COLLECTIONS ASSISTANCE","Silver","A","2023-11-01","Single/Mutiple Account Location","Digital First","4","4","7","3","23","4","3","0"
"INTERNAL COX ACCOUNT","Diamond","A","2023-11-01","Single/Mutiple Account Location","Digital First","5","5","7","0","18","7","0","0"
"INTERNAL COX ACCOUNT","Diamond","A","2023-11-01","Single/Mutiple Relation Location","Phone First","4","4","4","4","14","2","0","4"
"INTERNAL COX ACCOUNT","Silver","A","2023-11-01","Single/Mutiple Account Location","Digital First","2","2","3","0","3","3","0","0"
"INTERNAL COX ACCOUNT","Bronze","A","2023-11-01","Single/Mutiple Account Location","Digital First","152","152","209","7","738","205","7","0"
"INTERNAL COX ACCOUNT","Silver","A","2023-11-01","Single/Mutiple Relation Location","Phone First","1","1","1","1","4","0","0","1"
"INTERNAL COX ACCOUNT","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Digital First","152","152","209","7","738","205","7","0"
"INTERNAL COX ACCOUNT","Bronze","A","2023-11-01","Single/Mutiple Account Location","Phone First","104","104","120","91","259","41","0","91"
"INTERNAL COX ACCOUNT","Silver","A","2023-11-01","Single/Mutiple Relation Location","Digital First","2","2","3","0","3","3","0","0"
"INTERNAL COX ACCOUNT","Diamond","A","2023-11-01","Single/Mutiple Relation Location","Digital First","5","5","7","0","18","7","0","0"
"INTERNAL COX ACCOUNT","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Phone First","104","104","120","91","259","41","0","91"
"INTERNAL COX ACCOUNT","Silver","A","2023-11-01","Single/Mutiple Account Location","Phone First","1","1","1","1","4","0","0","1"
"INTERNAL COX ACCOUNT","Diamond","A","2023-11-01","Single/Mutiple Account Location","Phone First","4","4","4","4","14","2","0","4"
"MASTER ACCOUNT/DEVELOPMENT","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Digital First","2","2","2","0","4","2","0","0"
"MASTER ACCOUNT/DEVELOPMENT","Bronze","A","2023-11-01","Single/Mutiple Account Location","Digital First","2","2","2","0","4","2","0","0"
"MASTER-ACCOUNT DEVELOPMENT","Diamond","A","2023-11-01","Single/Mutiple Relation Location","Phone First","1","1","1","0","1","1","0","0"
"MASTER-ACCOUNT DEVELOPMENT","Diamond","A","2023-11-01","Single/Mutiple Account Location","Phone First","1","1","1","0","1","1","0","0"
"NATIONAL COMMERCIAL","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Phone First","240","240","284","184","516","125","0","184"
"NATIONAL COMMERCIAL","Silver","A","2023-11-01","Single/Mutiple Relation Location","Digital First","3","3","3","1","4","2","1","0"
"NATIONAL COMMERCIAL","Silver","A","2023-11-01","Single/Mutiple Account Location","Phone First","56","56","67","60","139","14","0","60"
"NATIONAL COMMERCIAL","Diamond","A","2023-11-01","Single/Mutiple Account Location","Phone First","81","81","90","76","181","23","0","76"
"NATIONAL COMMERCIAL","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Digital First","56","56","56","11","125","45","11","0"
"NATIONAL COMMERCIAL","Bronze","A","2023-11-01","Single/Mutiple Account Location","Digital First","56","56","56","11","125","45","11","0"
"NATIONAL COMMERCIAL","Bronze","A","2023-11-01","Single/Mutiple Account Location","Phone First","240","240","284","184","516","125","0","184"
"NATIONAL COMMERCIAL","Diamond","A","2023-11-01","Single/Mutiple Relation Location","Phone First","81","81","90","76","181","23","0","76"
"NATIONAL COMMERCIAL","Silver","A","2023-11-01","Single/Mutiple Account Location","Digital First","3","3","3","1","4","2","1","0"
"NATIONAL COMMERCIAL","Silver","A","2023-11-01","Single/Mutiple Relation Location","Phone First","56","56","67","60","139","14","0","60"
"PAY UNAUTHORIZED","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Digital First","4","4","4","0","7","4","0","0"
"PAY UNAUTHORIZED","Bronze","A","2023-11-01","Single/Mutiple Account Location","Digital First","4","4","4","0","7","4","0","0"
"TEST ACCOUNT","Bronze","A","2023-11-01","Single/Mutiple Account Location","Digital First","2","2","2","0","2","2","0","0"
"TEST ACCOUNT","Bronze","A","2023-11-01","Single/Mutiple Relation Location","Digital First","2","2","2","0","2","2","0","0"
"AGREED-CREDIT TERMS","Bronze","A","2024-09-01","Single/Mutiple Account Location","Phone First","1","1","1","0","3","1","0","0"
"AGREED-CREDIT TERMS","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Phone First","1","1","1","0","3","1","0","0"
"CARE ACT INTERNET CST","Bronze","A","2024-09-01","Single/Mutiple Account Location","Phone First","2","2","3","1","4","2","0","1"
"CARE ACT INTERNET CST","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Phone First","2","2","3","1","4","2","0","1"
"CARRIER","Bronze","A","2024-09-01","Single/Mutiple Account Location","Digital First","15","15","15","1","30","14","1","0"
"CARRIER","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Digital First","15","15","15","1","30","14","1","0"
"CARRIER","Bronze","A","2024-09-01","Single/Mutiple Account Location","Phone First","12","12","13","12","29","3","0","12"
"CARRIER","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Phone First","12","12","13","12","29","3","0","12"
"CB BRONZE","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Phone First","66569","66569","70021","44415","144558","32308","304","44111"
"CB BRONZE","Bronze","A","2024-09-01","Single/Mutiple Account Location","Phone First","66569","66569","70021","44415","144558","32308","304","44111"
"CB BRONZE","Silver","A","2024-09-01","Single/Mutiple Relation Location","Digital First","23","23","32","1","202","31","1","0"
"CB BRONZE","Silver","A","2024-09-01","Single/Mutiple Account Location","Digital First","23","23","32","1","202","31","1","0"
"CB BRONZE","Silver","A","2024-09-01","Single/Mutiple Account Location","Phone First","47","47","49","44","119","13","0","44"
"CB BRONZE","Bronze","A","2024-09-01","Single/Mutiple Account Location","Digital First","79034","79034","96853","7230","325118","90952","3709","3521"
"CB BRONZE","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Digital First","4","4","4","0","8","4","0","0"
"CB BRONZE","Silver","A","2024-09-01","Single/Mutiple Relation Location","Phone First","47","47","49","44","119","13","0","44"
"CB BRONZE","Diamond","A","2024-09-01","Single/Mutiple Account Location","Phone First","18","18","18","4","26","14","0","4"
"CB BRONZE","Diamond","A","2024-09-01","Single/Mutiple Account Location","Digital First","4","4","4","0","8","4","0","0"
"CB BRONZE","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Phone First","18","18","18","4","26","14","0","4"
"CB BRONZE","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Digital First","79034","79034","96853","7230","325118","90952","3709","3521"
"CB DIAMOND","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Digital First","1634","1634","2159","40","11922","2121","30","10"
"CB DIAMOND","Bronze","A","2024-09-01","Single/Mutiple Account Location","Phone First","3","3","3","3","7","0","0","3"
"CB DIAMOND","Bronze","A","2024-09-01","Single/Mutiple Account Location","Digital First","4","4","4","0","9","4","0","0"
"CB DIAMOND","Diamond","A","2024-09-01","Single/Mutiple Account Location","Digital First","1634","1634","2159","40","11922","2121","30","10"
"CB DIAMOND","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Phone First","3","3","3","3","7","0","0","3"
"CB DIAMOND","Diamond","A","2024-09-01","Single/Mutiple Account Location","Phone First","2506","2506","2572","1544","4838","1270","1","1543"
"CB DIAMOND","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Digital First","4","4","4","0","9","4","0","0"
"CB DIAMOND","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Phone First","2506","2506","2572","1544","4838","1270","1","1543"
"CB GOLD","Silver","A","2024-09-01","Single/Mutiple Relation Location","Phone First","8","8","8","2","15","6","0","2"
"CB GOLD","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Phone First","14","14","15","14","35","4","0","14"
"CB GOLD","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Phone First","3","3","3","1","4","2","0","1"
"CB GOLD","Bronze","A","2024-09-01","Single/Mutiple Account Location","Phone First","14","14","15","14","35","4","0","14"
"CB GOLD","Diamond","A","2024-09-01","Single/Mutiple Account Location","Digital First","4","4","5","0","49","5","0","0"
"CB GOLD","Silver","A","2024-09-01","Single/Mutiple Relation Location","Digital First","6","6","7","0","14","7","0","0"
"CB GOLD","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Digital First","4","4","5","0","49","5","0","0"
"CB GOLD","Bronze","A","2024-09-01","Single/Mutiple Account Location","Digital First","15","15","17","3","90","14","1","2"
"CB GOLD","Silver","A","2024-09-01","Single/Mutiple Account Location","Digital First","6","6","7","0","14","7","0","0"
"CB GOLD","Diamond","A","2024-09-01","Single/Mutiple Account Location","Phone First","3","3","3","1","4","2","0","1"
"CB GOLD","Silver","A","2024-09-01","Single/Mutiple Account Location","Phone First","8","8","8","2","15","6","0","2"
"CB GOLD","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Digital First","15","15","17","3","90","14","1","2"
"CB PLATINUM","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Digital First","5","5","5","0","10","5","0","0"
"CB PLATINUM","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Phone First","25","25","25","4","35","22","0","4"
"CB PLATINUM","Bronze","A","2024-09-01","Single/Mutiple Account Location","Phone First","22","22","22","12","57","10","0","12"
"CB PLATINUM","Diamond","A","2024-09-01","Single/Mutiple Account Location","Phone First","25","25","25","4","35","22","0","4"
"CB PLATINUM","Silver","A","2024-09-01","Single/Mutiple Relation Location","Phone First","3","3","3","3","7","0","0","3"
"CB PLATINUM","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Phone First","22","22","22","12","57","10","0","12"
"CB PLATINUM","Bronze","A","2024-09-01","Single/Mutiple Account Location","Digital First","5","5","5","0","10","5","0","0"
"CB PLATINUM","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Digital First","10","10","10","0","28","10","0","0"
"CB PLATINUM","Diamond","A","2024-09-01","Single/Mutiple Account Location","Digital First","10","10","10","0","28","10","0","0"
"CB PLATINUM","Silver","A","2024-09-01","Single/Mutiple Account Location","Phone First","3","3","3","3","7","0","0","3"
"CB SILVER","Silver","A","2024-09-01","Single/Mutiple Relation Location","Phone First","3060","3060","3157","2469","7044","1113","3","2466"
"CB SILVER","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Phone First","11","11","11","9","32","5","0","9"
"CB SILVER","Silver","A","2024-09-01","Single/Mutiple Relation Location","Digital First","3501","3501","4485","163","17605","4353","56","107"
"CB SILVER","Diamond","A","2024-09-01","Single/Mutiple Account Location","Digital First","12","12","13","0","24","13","0","0"
"CB SILVER","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Digital First","15","15","17","1","43","16","0","1"
"CB SILVER","Silver","A","2024-09-01","Single/Mutiple Account Location","Digital First","3501","3501","4485","163","17605","4353","56","107"
"CB SILVER","Bronze","A","2024-09-01","Single/Mutiple Account Location","Phone First","15","15","16","16","37","2","0","16"
"CB SILVER","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Phone First","15","15","16","16","37","2","0","16"
"CB SILVER","Diamond","A","2024-09-01","Single/Mutiple Account Location","Phone First","11","11","11","9","32","5","0","9"
"CB SILVER","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Digital First","12","12","13","0","24","13","0","0"
"CB SILVER","Silver","A","2024-09-01","Single/Mutiple Account Location","Phone First","3060","3060","3157","2469","7044","1113","3","2466"
"CB SILVER","Bronze","A","2024-09-01","Single/Mutiple Account Location","Digital First","15","15","17","1","43","16","0","1"
"COLLECTIONS ASSISTANCE","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Digital First","1","1","1","0","1","1","0","0"
"COLLECTIONS ASSISTANCE","Silver","A","2024-09-01","Single/Mutiple Relation Location","Phone First","2","2","2","2","4","0","0","2"
"COLLECTIONS ASSISTANCE","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Phone First","1","1","1","0","1","1","0","0"
"COLLECTIONS ASSISTANCE","Bronze","A","2024-09-01","Single/Mutiple Account Location","Phone First","1","1","1","0","1","1","0","0"
"COLLECTIONS ASSISTANCE","Bronze","A","2024-09-01","Single/Mutiple Account Location","Digital First","1","1","1","0","1","1","0","0"
"COLLECTIONS ASSISTANCE","Silver","A","2024-09-01","Single/Mutiple Account Location","Phone First","2","2","2","2","4","0","0","2"
"INTERNAL COX ACCOUNT","Silver","A","2024-09-01","Single/Mutiple Account Location","Digital First","9","9","11","0","23","11","0","0"
"INTERNAL COX ACCOUNT","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Digital First","370","370","521","11","2222","515","8","3"
"INTERNAL COX ACCOUNT","Silver","A","2024-09-01","Single/Mutiple Account Location","Phone First","4","4","4","1","7","3","0","1"
"INTERNAL COX ACCOUNT","Diamond","A","2024-09-01","Single/Mutiple Account Location","Phone First","9","9","10","7","23","3","0","7"
"INTERNAL COX ACCOUNT","Bronze","A","2024-09-01","Single/Mutiple Account Location","Phone First","141","141","162","132","473","69","0","132"
"INTERNAL COX ACCOUNT","Bronze","A","2024-09-01","Single/Mutiple Account Location","Digital First","370","370","521","11","2222","515","8","3"
"INTERNAL COX ACCOUNT","Silver","A","2024-09-01","Single/Mutiple Relation Location","Phone First","4","4","4","1","7","3","0","1"
"INTERNAL COX ACCOUNT","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Phone First","141","141","162","132","473","69","0","132"
"INTERNAL COX ACCOUNT","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Phone First","9","9","10","7","23","3","0","7"
"INTERNAL COX ACCOUNT","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Digital First","7","7","10","0","15","10","0","0"
"INTERNAL COX ACCOUNT","Diamond","A","2024-09-01","Single/Mutiple Account Location","Digital First","7","7","10","0","15","10","0","0"
"INTERNAL COX ACCOUNT","Silver","A","2024-09-01","Single/Mutiple Relation Location","Digital First","9","9","11","0","23","11","0","0"
"MASTER ACCOUNT/DEVELOPMENT","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Digital First","2","2","2","0","3","2","0","0"
"MASTER ACCOUNT/DEVELOPMENT","Silver","A","2024-09-01","Single/Mutiple Relation Location","Phone First","1","1","1","1","2","0","0","1"
"MASTER ACCOUNT/DEVELOPMENT","Silver","A","2024-09-01","Single/Mutiple Account Location","Phone First","1","1","1","1","2","0","0","1"
"MASTER ACCOUNT/DEVELOPMENT","Bronze","A","2024-09-01","Single/Mutiple Account Location","Digital First","2","2","2","0","3","2","0","0"
"MASTER-ACCOUNT DEVELOPMENT","Diamond","A","2024-09-01","Single/Mutiple Account Location","Phone First","1","1","1","0","1","1","0","0"
"MASTER-ACCOUNT DEVELOPMENT","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Phone First","1","1","1","0","1","1","0","0"
"NATIONAL ACCNT IDENTIFIER","Bronze","A","2024-09-01","Single/Mutiple Account Location","Phone First","1","1","1","0","1","1","0","0"
"NATIONAL ACCNT IDENTIFIER","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Phone First","1","1","1","0","1","1","0","0"
"NATIONAL COMMERCIAL","Silver","A","2024-09-01","Single/Mutiple Relation Location","Phone First","31","31","31","30","74","8","0","30"
"NATIONAL COMMERCIAL","Bronze","A","2024-09-01","Single/Mutiple Account Location","Digital First","32","32","34","5","300","29","5","0"
"NATIONAL COMMERCIAL","Silver","A","2024-09-01","Single/Mutiple Account Location","Phone First","31","31","31","30","74","8","0","30"
"NATIONAL COMMERCIAL","Diamond","A","2024-09-01","Single/Mutiple Account Location","Phone First","60","60","62","53","139","17","1","52"
"NATIONAL COMMERCIAL","Bronze","A","2024-09-01","Single/Mutiple Account Location","Phone First","248","248","254","157","515","131","1","156"
"NATIONAL COMMERCIAL","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Phone First","248","248","254","157","515","131","1","156"
"NATIONAL COMMERCIAL","Diamond","A","2024-09-01","Single/Mutiple Relation Location","Phone First","60","60","62","53","139","17","1","52"
"NATIONAL COMMERCIAL","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Digital First","32","32","34","5","300","29","5","0"
"PAY UNAUTHORIZED","Bronze","A","2024-09-01","Single/Mutiple Account Location","Digital First","12","12","17","0","31","17","0","0"
"PAY UNAUTHORIZED","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Digital First","12","12","17","0","31","17","0","0"
"TAMPERED BOX","Bronze","A","2024-09-01","Single/Mutiple Relation Location","Phone First","2","2","3","1","4","2","0","1"
"TAMPERED BOX","Bronze","A","2024-09-01","Single/Mutiple Account Location","Phone First","2","2","3","1","4","2","0","1"
"CARRIER","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Digital First","5","5","6","0","18","6","0","0"
"CARRIER","Bronze","A","2024-10-01","Single/Mutiple Account Location","Digital First","5","5","6","0","18","6","0","0"
"CARRIER","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Phone First","8","8","8","5","14","3","0","5"
"CARRIER","Bronze","A","2024-10-01","Single/Mutiple Account Location","Phone First","8","8","8","5","14","3","0","5"
"CB BRONZE","Diamond","A","2024-10-01","Single/Mutiple Relation Location","Phone First","26","26","28","14","48","15","0","14"
"CB BRONZE","Silver","A","2024-10-01","Single/Mutiple Account Location","Phone First","41","41","42","34","92","14","0","34"
"CB BRONZE","Bronze","A","2024-10-01","Single/Mutiple Account Location","Digital First","5799","5799","6030","3704","15031","2911","2799","905"
"CB BRONZE","Silver","A","2024-10-01","Single/Mutiple Account Location","Digital First","9","9","9","0","21","9","0","0"
"CB BRONZE","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Digital First","5799","5799","6030","3704","15031","2911","2799","905"
"CB BRONZE","Diamond","A","2024-10-01","Single/Mutiple Account Location","Phone First","26","26","28","14","48","15","0","14"
"CB BRONZE","Silver","A","2024-10-01","Single/Mutiple Relation Location","Phone First","41","41","42","34","92","14","0","34"
"CB BRONZE","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Phone First","72537","72537","76707","49827","152924","34279","315","49512"
"CB BRONZE","Silver","A","2024-10-01","Single/Mutiple Relation Location","Digital First","9","9","9","0","21","9","0","0"
"CB BRONZE","Bronze","A","2024-10-01","Single/Mutiple Account Location","Phone First","72537","72537","76707","49827","152924","34279","315","49512"
"CB DIAMOND","Diamond","A","2024-10-01","Single/Mutiple Relation Location","Phone First","2743","2743","2853","1736","5422","1413","1","1735"
"CB DIAMOND","Bronze","A","2024-10-01","Single/Mutiple Account Location","Phone First","8","8","9","8","19","1","0","8"
"CB DIAMOND","Bronze","A","2024-10-01","Single/Mutiple Account Location","Digital First","4","4","4","1","6","3","1","0"
"CB DIAMOND","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Phone First","8","8","9","8","19","1","0","8"
"CB DIAMOND","Diamond","A","2024-10-01","Single/Mutiple Relation Location","Digital First","108","108","115","24","398","92","19","5"
"CB DIAMOND","Diamond","A","2024-10-01","Single/Mutiple Account Location","Digital First","108","108","115","24","398","92","19","5"
"CB DIAMOND","Diamond","A","2024-10-01","Single/Mutiple Account Location","Phone First","2743","2743","2853","1736","5422","1413","1","1735"
"CB DIAMOND","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Digital First","4","4","4","1","6","3","1","0"
"CB GOLD","Diamond","A","2024-10-01","Single/Mutiple Relation Location","Phone First","3","3","3","2","5","1","0","2"
"CB GOLD","Bronze","A","2024-10-01","Single/Mutiple Account Location","Phone First","12","12","12","9","24","5","0","9"
"CB GOLD","Silver","A","2024-10-01","Single/Mutiple Account Location","Phone First","15","15","15","5","25","11","0","5"
"CB GOLD","Silver","A","2024-10-01","Single/Mutiple Relation Location","Phone First","15","15","15","5","25","11","0","5"
"CB GOLD","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Phone First","12","12","12","9","24","5","0","9"
"CB GOLD","Diamond","A","2024-10-01","Single/Mutiple Account Location","Phone First","3","3","3","2","5","1","0","2"
"CB PLATINUM","Silver","A","2024-10-01","Single/Mutiple Account Location","Phone First","1","1","1","0","1","1","0","0"
"CB PLATINUM","Silver","A","2024-10-01","Single/Mutiple Relation Location","Phone First","1","1","1","0","1","1","0","0"
"CB PLATINUM","Diamond","A","2024-10-01","Single/Mutiple Account Location","Phone First","35","35","36","9","47","29","0","9"
"CB PLATINUM","Bronze","A","2024-10-01","Single/Mutiple Account Location","Phone First","18","18","19","10","35","9","0","10"
"CB PLATINUM","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Phone First","18","18","19","10","35","9","0","10"
"CB PLATINUM","Diamond","A","2024-10-01","Single/Mutiple Relation Location","Phone First","35","35","36","9","47","29","0","9"
"CB SILVER","Diamond","A","2024-10-01","Single/Mutiple Relation Location","Phone First","21","21","23","14","43","10","0","14"
"CB SILVER","Silver","A","2024-10-01","Single/Mutiple Account Location","Phone First","3285","3285","3418","2588","7213","1284","4","2584"
"CB SILVER","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Phone First","15","15","15","17","46","2","0","17"
"CB SILVER","Silver","A","2024-10-01","Single/Mutiple Relation Location","Digital First","162","162","172","62","355","115","55","7"
"CB SILVER","Silver","A","2024-10-01","Single/Mutiple Account Location","Digital First","162","162","172","62","355","115","55","7"
"CB SILVER","Bronze","A","2024-10-01","Single/Mutiple Account Location","Phone First","15","15","15","17","46","2","0","17"
"CB SILVER","Diamond","A","2024-10-01","Single/Mutiple Account Location","Phone First","21","21","23","14","43","10","0","14"
"CB SILVER","Silver","A","2024-10-01","Single/Mutiple Relation Location","Phone First","3285","3285","3418","2588","7213","1284","4","2584"
"COLLECTIONS ASSISTANCE","Silver","A","2024-10-01","Single/Mutiple Account Location","Phone First","1","1","1","1","2","0","0","1"
"COLLECTIONS ASSISTANCE","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Phone First","3","3","3","3","7","1","0","3"
"COLLECTIONS ASSISTANCE","Silver","A","2024-10-01","Single/Mutiple Relation Location","Phone First","1","1","1","1","2","0","0","1"
"COLLECTIONS ASSISTANCE","Bronze","A","2024-10-01","Single/Mutiple Account Location","Phone First","3","3","3","3","7","1","0","3"
"INTERNAL COX ACCOUNT","Diamond","A","2024-10-01","Single/Mutiple Relation Location","Phone First","13","13","15","12","44","6","0","12"
"INTERNAL COX ACCOUNT","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Phone First","185","185","204","172","532","64","0","172"
"INTERNAL COX ACCOUNT","Silver","A","2024-10-01","Single/Mutiple Relation Location","Phone First","1","1","1","1","2","0","0","1"
"INTERNAL COX ACCOUNT","Bronze","A","2024-10-01","Single/Mutiple Account Location","Phone First","185","185","204","172","532","64","0","172"
"INTERNAL COX ACCOUNT","Silver","A","2024-10-01","Single/Mutiple Account Location","Phone First","1","1","1","1","2","0","0","1"
"INTERNAL COX ACCOUNT","Bronze","A","2024-10-01","Single/Mutiple Relation Location","Digital First","52","52","69","3","322","66","3","0"
