"account_dim_sum_count","created_date","id","job_end_time","job_load_type","job_name","job_run_time","job_start_time","profile_dim_sum_count","transaction_adobe_fact_count","transaction_okta_user_agg_fact_count","transcation_okta_day_agg_output"
"14294736","2024-11-12 13:31:39","fb535dac-9c12-4a71-99ce-2c189a39c8e8","2024-11-12 13:31:39.071","Latest Current Month","CIAM_ETL","01:11:07","2024-11-12 12:20:31","17375434","4588026","25986063","193889"
"100953349","2024-11-12 11:51:29","58ff6558-891b-4d5a-b2d0-a88f339839c7","2024-11-12 11:51:29.760","Latest 13 Months","CIAM_ETL","05:18:06","2024-11-12 06:33:23","123731836","4584477","25981242","193347"
